,重量,貨名,單價,單位,倉位,date,Origin,brand,name,grade,category
196,抄,巴 mondelli 鯉魚管,$ 2 0.5,磅,其士,29-jan-24 updated.pdf,巴,mondelli,鯉魚管,,Beef
197,抄**,巴 masterboi 鯉魚管,$ 2 0.5,磅,其士,29-jan-24 updated.pdf,巴,boi brasil,鯉魚管,,Beef
198,抄,巴 pul 鯉魚管,$ 2 0.5,磅,其士,29-jan-24 updated.pdf,巴,pul,鯉魚管,,Beef
199,抄,巴 gejota 鯉魚管,$ 1 8.5,磅,其士,29-jan-24 updated.pdf,巴,gejota,鯉魚管,,Beef
200,抄,巴 gold beef 牛肋條,$ 2 4.5,磅,其士,29-jan-24 updated.pdf,巴,gold beef ,牛肋條,,Beef
201,抄,巴 gejota 牛肋條,$ 2 6.0,磅,其士,29-jan-24 updated.pdf,巴,gejota,牛肋條,,Beef
202,抄,巴 minerva 牛肋條,$ 2 6.0,磅,其士,29-jan-24 updated.pdf,巴,minerva,牛肋條,,Beef
203,抄,墨 sukarne 牛肋條,$ 2 1.5,磅,其士,29-jan-24 updated.pdf,墨,sukarne,牛肋條,,Beef
204,抄,美 ibp 牛肩肋條,$ 4 0.0,磅,其士,29-jan-24 updated.pdf,美,ibp,牛肩肋條,,Beef
205,抄,美 national 金 錢 𦟌,$ 3 5.5,磅,其士,29-jan-24 updated.pdf,美,national beef,金 錢 𦟌,,
206,抄**,巴 masterboi 金錢𦟌 conical muscle,$ 2 1.0,磅,其士,29-jan-24 updated.pdf,巴,boi brasil,金錢𦟌,,Beef
207,抄,巴 gejota 牛柳頭 1k+,$ 2 3.0,磅,其士,29-jan-24 updated.pdf,巴,gejota,牛柳頭,,Beef
208,抄,巴 minerva 牛柳頭 1k+,$ 2 3.0,磅,其士,29-jan-24 updated.pdf,巴,minerva,牛柳頭,,Beef
209,抄,巴 boi brasil 牛柳頭 1-1.5k,$ 2 2.0,磅,其士,29-jan-24 updated.pdf,巴,boi brasil,牛柳頭,,Beef
210,抄,巴 masterboi 牛柳頭 1.5k+,$ 2 3.0,磅,其士,29-jan-24 updated.pdf,巴,boi brasil,牛柳頭,,Beef
211,抄,巴 quality beef 牛柳頭 1.5-2k,$ 2 3.0,磅,其士,29-jan-24 updated.pdf,巴,quality beef,牛柳頭,,Beef
212,抄**,美 excel 肥牛肉 pastrami prime 6x12,$ 4 6.0,磅,其士,29-jan-24 updated.pdf,美,excel,肥牛肉 pastrami prime 6x12,,Beef
213,抄,美 ibp 肥牛肉 pastrami cab 6x12,$ 4 9.0,磅,其士,29-jan-24 updated.pdf,美,ibp,肥牛肉 pastrami cab 6x12,,Beef
214,抄,美 national 肥牛肉 pastrami choice 6x12,$ 4 9.0,磅,其士,29-jan-24 updated.pdf,美,national beef,肥牛肉 pastrami choice 6x12,,Beef
215,抄,美 ibp 肥牛肉 pastrami choice 6x12,$ 4 6.0,磅,其士,29-jan-24 updated.pdf,美,ibp,肥牛肉 pastrami choice 6x12,,Beef
216,抄,美 excel 肥牛肉 pastrami prime 9x12 p-86m/r,$ 3 4.0,磅,其士,29-jan-24 updated.pdf,美,excel,肥牛肉 pastrami prime 9x12 p-86m/r,9x12,Beef
217,抄**,美 excel 肥牛肉 pastrami angus choice 9x12 86m,$ 3 3.5,磅,其士,29-jan-24 updated.pdf,美,excel,肥牛肉 pastrami angus choice 9x12 86m,9x12,Beef
218,抄**,美 excel 肥牛肉 pastrami choice 9x12 86m,$ 3 3.0,磅,其士,29-jan-24 updated.pdf,美,excel,肥牛肉 pastrami choice 9x12 86m,9x12,Beef
219,抄,加 excel 肥牛肉 pastrami aaa 9x12 p-93,$ 3 3.0,磅,其士,29-jan-24 updated.pdf,加,excel,肥牛肉 pastrami aaa 9x12 p-93,9x12,Beef
220,抄,加 excel 肥牛肉 pastrami a/aa 9x12 p-93,$ 3 2.5,磅,其士,29-jan-24 updated.pdf,加,excel,肥牛肉 pastrami a/aa 9x12 p-93,9x12,Beef
221,抄,愛 dawn meat 肥牛肉(super plate),$ 2 0.2,磅,其士,29-jan-24 updated.pdf,愛,dawn meat,肥牛肉(super plate),,Beef
222,抄,墨 sukarne 肥牛肉 super obento plate,$ 2 0.5,磅,其士,29-jan-24 updated.pdf,墨,sukarne,肥牛肉 super obento plate,,Beef
223,抄,英國 kepak 肥牛肉 super plate,$ 2 0.2,磅,其士,29-jan-24 updated.pdf,英,kepak,肥牛肉 super plate,,Beef
224,抄,英國 肥牛肉 upper plate,$ 2 0.2,磅,其士,29-jan-24 updated.pdf,英,pif paf,er plate,,
225,抄,美 ibp 肥牛肉 karubi cab prime,$ 3 9.5,磅,其士,29-jan-24 updated.pdf,美,ibp,肥牛肉 karubi cab prime,,Beef
226,抄,美 ibp 肥牛肉 karubi cab,$ 3 9.0,磅,其士,29-jan-24 updated.pdf,美,ibp,肥牛肉 karubi cab,,Beef
227,抄,美 ibp 肥牛肉 karubi choice,$ 3 7.5,磅,其士,29-jan-24 updated.pdf,美,ibp,肥牛肉 karubi choice,,Beef
228,抄,加 excel 肥牛肉 short plate p-93,$ 1 9.6,磅,其士,29-jan-24 updated.pdf,加,excel,肥牛肉 short plate p-93,,Beef
229,抄,美 excel 肥牛肉 no roll short plate,$ 1 9.6,磅,其士,29-jan-24 updated.pdf,美,excel,肥牛肉 no roll short plate,,Beef
230,抄,美 ibp 肥牛肉 no roll short plate,$ 1 9.6,磅,其士,29-jan-24 updated.pdf,美,ibp,肥牛肉 no roll short plate,,Beef
231,抄,美 i. b. p. 橫隔肌 cab,$ 5 1.0,磅,其士,29-jan-24 updated.pdf,美,ibp,橫隔肌,,Beef
232,抄,美 i. b. p. 橫隔肌 choice,$ 4 5.0,磅,其士,29-jan-24 updated.pdf,美,ibp,橫隔肌,,Beef
233,抄,美 i. b. p. 橫隔肌 nr,$ 4 1.0,磅,其士,29-jan-24 updated.pdf,美,ibp,橫隔肌,,Beef
234,抄,荷 tboer 牛仔湯骨,$ 9 .0,磅,其士,29-jan-24 updated.pdf,荷,tboer,湯骨,,Pork
235,抄,荷 tboer 牛仔扒 (短切2 rib),$ 7 2.0,磅,其士,29-jan-24 updated.pdf,荷,tboer,牛仔扒,短,Beef
236,抄,荷 tboer 牛仔膝,$ 4 6.0,磅,其士,29-jan-24 updated.pdf,荷,tboer,牛仔膝,,Beef
237,抄,荷 tboer 牛仔膝 (穀飼),$ 3 7.0,磅,其士,29-jan-24 updated.pdf,荷,tboer,牛仔膝 (穀飼),穀飼,Beef
238,抄,紐 silver fern 牛仔脾 3/5 lb,$ 2 8.0,磅,其士,29-jan-24 updated.pdf,紐,silver fern,牛仔脾 3/5 lb,3/5,Beef
239,抄,紐 silver fern 牛仔脾 5+ lb,$ 2 8.0,磅,其士,29-jan-24 updated.pdf,紐,silver fern,牛仔脾 5+ lb,,Beef
240,10kg,阿 bustos 牛肺,$ 4 .1,磅,其士,29-jan-24 updated.pdf,阿,bustos,牛肺,,Beef
241,10kg,阿 frimsa 牛肺,$ 4 .1,磅,其士,29-jan-24 updated.pdf,阿,frimesa,牛肺,,Beef
242,10kg,阿 ifssa 牛肺,$ 4 .1,磅,其士,29-jan-24 updated.pdf,阿,ifssa,牛肺,,Beef
243,抄,德 westfleisch (a) 豬腩 有皮挑骨 ( deluxe),$ 1 4.0,磅,其士,29-jan-24 updated.pdf,德,westfleisch,(a) 豬腩 有皮挑骨 ( deluxe),挑骨,Pork
244,抄,德 westfleisch (a) 豬腩 有皮挑骨 ( premium),$ 1 3.4,磅,其士,29-jan-24 updated.pdf,德,westfleisch,(a) 豬腩 有皮挑骨 ( premium),挑骨,Pork
245,抄,德 tonnies (a) 豬腩 有皮挑骨,$ 1 3.6,磅,其士,29-jan-24 updated.pdf,德,tonnies,(a) 豬腩 有皮挑骨,挑骨,Pork
246,抄,德 westfleisch (a) 豬腩 有皮挑骨,$ 1 3.4,磅,其士,29-jan-24 updated.pdf,德,westfleisch,(a) 豬腩 有皮挑骨,挑骨,Pork
247,25kg,巴 aurora 豬肋排 分包,$ 1 3.4,磅,其士,29-jan-24 updated.pdf,巴,aurora,豬肋排,分包,Pork
248,10kg,德 tonnies 餅裝 豬肋排,$ 1 1.8,磅,其士,29-jan-24 updated.pdf,德,tonnies,豬肋排,餅裝,Pork
249,抄,巴 aurora 豬四肉,$ 8 .9,磅,其士,29-jan-24 updated.pdf,巴,aurora,豬四肉,,Pork
250,抄,巴 pamplona 豬四肉,$ 8 .9,磅,其士,29-jan-24 updated.pdf,巴,pamplona,豬四肉,,Pork
251,抄,西 artigas duroc 豬扒法式,$ 3 8.0,磅,其士,29-jan-24 updated.pdf,西,artigas duroc,豬扒,,Pork
252,抄,西 pernam ibericos 豬背骨,$ 5 5.0,kg,其士,29-jan-24 updated.pdf,西,pernam ibericos,豬背骨,,Pork
253,抄,西 jamondul ibericos 豬梅肉,$ 165.0,kg,其士,29-jan-24 updated.pdf,西,jamondul ibericos,豬梅肉,,Pork
254,抄,西 jamondul ibericos 豬下梅肉,$ 120.0,kg,其士,29-jan-24 updated.pdf,西,jamondul ibericos,豬下梅肉,,Pork
255,抄,西 jamondul ibericos 豬扒法式,$ 165.0,kg,其士,29-jan-24 updated.pdf,西,jamondul ibericos,豬扒,,Pork
256,抄,西 jamondul ibericos 豬肋條,$ 120.0,kg,其士,29-jan-24 updated.pdf,西,jamondul ibericos,豬肋條,,Pork
257,15kg,巴 sulita 豬耳,$ 9 .0,磅,其士,29-jan-24 updated.pdf,巴,sulita,豬耳,,Pork
258,18kg,巴 frimesa 豬肚,$ 1 1.2,磅,其士,29-jan-24 updated.pdf,巴,frimesa,豬肚,,Pork
259,20kg,巴 frimesa 豬手,$ 4 .3,磅,其士,29-jan-24 updated.pdf,巴,frimesa,豬手,,Pork
260,20kg,巴 alibem 豬手,$ 4 .1,磅,其士,29-jan-24 updated.pdf,巴,alibem,豬手,,Pork
261,20kg,巴 sadia 豬手,$ 3 .9,磅,其士,29-jan-24 updated.pdf,巴,sadia,豬手,,Pork
262,抄,巴 alegra 豬踭 (0.8-1kg),$ 7 .8,磅,其士,29-jan-24 updated.pdf,巴,alegra,豬踭,,Pork
263,15kg,丹 tican 豬踭,$ 7 .2,磅,其士,29-jan-24 updated.pdf,丹,tican,豬踭,,Pork
264,抄,巴 dom glutao 牛前筒骨,$ 5 .2,磅,其士,8-may-23.pdf,巴,dom glutao,牛前筒骨,,Beef
265,抄,英 國 牛坑腩 uk-9012,$ 8 .0,磅,其士,8-may-23.pdf,英 國,hewitt,牛坑腩,,Beef
266,抄,巴 mataboi 牛坑腩 80vl p-3112,$ 1 4.0,磅,其士,8-may-23.pdf,巴,boi brasil,牛坑腩,,Beef
267,抄,加 excel 牛下肩肉眼卷(1x1) prime p-93,$ 3 9.0,磅,其士,8-may-23.pdf,加,excel,牛下肩肉眼卷,1x1,Beef
268,抄,美 i. b. p 牛下肩肉眼卷(1x1) cab,$ 3 9.0,磅,其士,8-may-23.pdf,美,ibp,牛下肩肉眼卷,1x1,Beef
269,抄,美 excel 牛下肩肉眼卷(1x1) cab,$ 3 8.5,磅,其士,8-may-23.pdf,美,excel,牛下肩肉眼卷,1x1,Beef
270,抄,美 excel 肩 胛 翼 prime,$ 7 8.0,磅,其士,8-may-23.pdf,美,excel,肩 胛 翼 prime,,
271,抄,美 excel 肩 胛 翼 cab,$ 5 8.0,磅,其士,8-may-23.pdf,美,excel,肩 胛 翼 cab,,
272,10kg,阿 ifssa 牛頭肉,$ 8 .0,磅,其士,8-may-23.pdf,阿,ifssa,牛頭肉,,Beef
273,抄,巴 minerva 牛細腩包 p-2911/451/791,$ 1 9.5,磅,其士,8-may-23.pdf,巴,minerva,牛細腩包,,Beef
274,抄,巴 plena 牛細腩包,$ 1 8.5,磅,其士,8-may-23.pdf,巴,plena,牛細腩包,,Beef
275,抄,巴 masterboi 牛細腩包,$ 1 9.0,磅,其士,8-may-23.pdf,巴,boi brasil,牛細腩包,,Beef
276,抄,巴 anglo 牛冧,$ 1 9.3,磅,其士,8-may-23.pdf,巴,anglo,牛冧,,Beef
277,抄**,美 i. b. p 牛肩肋條 p-245c,$ 4 5.0,磅,其士,8-may-23.pdf,美,ibp,牛肩肋條 p-245c,,Beef
278,抄,阿 conallison 牛肋腩條,$ 1 7.5,磅,其士,8-may-23.pdf,阿,conallison,牛肋腩條,,Beef
279,抄,美 i. b. p. 牛板腱 prime,$ 5 4.0,磅,其士,8-may-23.pdf,美,ibp,牛板腱,,Beef
280,抄,加 excel 牛板腱 prime p-93,$ 4 8.5,磅,其士,8-may-23.pdf,加,excel,牛板腱,,Beef
281,抄,加 excel 牛板腱 aaa p-93,$ 4 0.0,磅,其士,8-may-23.pdf,加,excel,牛板腱,,Beef
282,抄,美 i. b. p. 牛t骨 (0x1) cab,$ 7 6.0,磅,其士,8-may-23.pdf,美,ibp,牛t骨 (0x1) cab,,Beef
283,抄,阿 conallison (s) 牛t骨,$ 3 3.0,磅,其士,8-may-23.pdf,阿,conallison,(s) 牛t骨,,Beef
284,抄,德 牛仔骨 3 支骨 3/4/5,$ 1 5.5,磅,其士,8-may-23.pdf,德,,牛仔骨,3/4,Beef
285,抄,英 牛仔骨 3 支骨 6/7/8 5106/8046/1598/1541/1958,$ 1 8.0,磅,其士,8-may-23.pdf,英,,牛仔骨,,Beef
286,抄,英 kepak 牛仔骨 3 支骨 6/7/8 7176/8073/1106,$ 2 1.5,磅,其士,8-may-23.pdf,英,kepak,牛仔骨,,Beef
287,抄 **,加 excel 牛仔骨 4 支骨aaa p-93,$ 2 7.5,磅,其士,8-may-23.pdf,加,excel,牛仔骨,,Beef
288,抄,加 excel 牛仔骨 3 支骨 prime p-51,$ 6 2.0,磅,其士,8-may-23.pdf,加,excel,牛仔骨,,Beef
289,抄,美 national 牛仔骨 3 支骨 prime,$ 6 2.0,磅,其士,8-may-23.pdf,美,national beef,牛仔骨,,Beef
290,抄,美 showcase 牛仔骨 3 支骨 select,$ 3 0.0,磅,其士,8-may-23.pdf,美,showcase,牛仔骨,,Beef
291,抄,美 i. b. p. 肥牛肉肩胛 cab prime p-245c,$ 8 3.0,磅,其士,8-may-23.pdf,美,ibp,肩胛,,Beef
292,抄,美 i. b. p. 肥牛肉肩胛 prime p-245l,$ 8 2.0,磅,其士,8-may-23.pdf,美,ibp,肩胛,,Beef
293,抄,美 i. b. p. 肥牛肉肩胛 prime p-278,$ 8 2.0,磅,其士,8-may-23.pdf,美,ibp,肩胛,,Beef
294,抄,美 i. b. p. 肥牛肉肩胛 cab p-245l,$ 5 8.5,磅,其士,8-may-23.pdf,美,ibp,肩胛,,Beef
295,抄,美 i. b. p. 肥牛肉肩胛 cab p-245e,$ 5 8.5,磅,其士,8-may-23.pdf,美,ibp,肩胛,,Beef
296,抄,美 i. b. p. 肥牛肉肩胛 cab p-278,$ 5 8.5,磅,其士,8-may-23.pdf,美,ibp,肩胛,,Beef
297,抄,加 canadian diamond 去骨牛小排 cab p-38,$ 108.0,磅,其士,8-may-23.pdf,加,canadian diamond,去骨牛小排,,Beef
298,抄,美 excel 肥牛肉 pastrami prime86k 6x12,$ 4 4.5,磅,其士,8-may-23.pdf,美,excel,肥牛肉 pastrami prime86k 6x12,,Beef
299,抄,美 excel 肥牛肉 pastrami stering silver 6x12,$ 4 2.5,磅,其士,8-may-23.pdf,美,excel,肥牛肉 pastrami stering silver 6x12,,Beef
300,抄,美national 肥牛肉 plate eye choice 6x12,$ 5 0.0,磅,其士,8-may-23.pdf,美,national beef,肥牛肉 plate eye choice 6x12,,Beef
301,抄,美 excel 肥牛肉 pastrami choice 6x12,$ 4 1.0,磅,其士,8-may-23.pdf,美,excel,肥牛肉 pastrami choice 6x12,,Beef
302,"抄
抄",美 ibp 肥牛肉 pastrami choice 6x12,$ 4 2.0,磅,"其士
其士",8-may-23.pdf,美,ibp,肥牛肉 pastrami choice 6x12,,Beef
303,22kg,巴 alibem 分包 豬肋排,$ 1 2.5,磅,其士,8-may-23.pdf,巴,alibem,豬肋排,分包,Pork
304,18kg,巴 seara 分包 豬肋排,$ 1 1.5,磅,其士,8-may-23.pdf,巴,seara,豬肋排,分包,Pork
305,抄,美 smithfield 豬肋排 st. louis style 零售裝,$ 2 5.0,磅,其士,8-may-23.pdf,美,smithfield,豬肋排,零售,Pork
306,抄,巴 palmali 豬四肉,$ 1 0.5,磅,其士,8-may-23.pdf,巴,palmali,豬四肉,,Pork
307,抄,西 artigas duroc 豬梅肉,$ 3 2.0,磅,其士,8-may-23.pdf,西,artigas duroc,豬梅肉,,Pork
308,抄,西 artigas duroc 豬下梅肉,$ 3 0.0,磅,其士,8-may-23.pdf,西,artigas duroc,豬下梅肉,,Pork
309,抄,西 artigas duroc 豬扒法式,$ 4 1.0,磅,其士,8-may-23.pdf,西,artigas duroc,豬扒,,Pork
310,抄,西 artigas duroc 豬肋條,$ 3 8.0,磅,其士,8-may-23.pdf,西,artigas duroc,豬肋條,,Pork
311,抄,西 artigas duroc 豬腩無皮挑骨,$ 2 9.0,磅,其士,8-may-23.pdf,西,artigas duroc,豬腩無皮挑骨,挑骨,Pork
312,抄,西 pernam ibericos 豬背骨,$ 6 5.0,kg,其士,8-may-23.pdf,西,pernam ibericos,豬背骨,,Pork
313,抄,西 jamondul ibericos 豬梅肉,$ 198.0,kg,其士,8-may-23.pdf,西,jamondul ibericos,豬梅肉,,Pork
314,20kg,巴 alegra 豬大腸,$ 6 .5,磅,其士,8-may-23.pdf,巴,alegra,豬大腸,,Pork
315,10kg,巴 aurora 豬大腸,$ 8 .3,磅,其士,8-may-23.pdf,巴,aurora,豬大腸,,Pork
316,16kg,巴 frimesa 豬大腸,$ 8 .8,磅,其士,8-may-23.pdf,巴,frimesa,豬大腸,,Pork
317,10kg*,巴 aurora 豬肚,$ 7 .5,磅,其士,8-may-23.pdf,巴,aurora,豬肚,,Pork
318,18kg*,巴 seara 豬手,$ 3 .8,磅,其士,8-may-23.pdf,巴,seara,豬手,,Pork
319,10kg,挪 威 豬 手 (短),$ 1 .4,磅,其士,8-may-23.pdf,挪 威,,挪 威 豬 手 (短),短,Pork
320,抄,英 國 牛坑腩 uk-9012,$ 8 .0,磅,其士,11-dec-23.pdf,英 國,hewitt,牛坑腩,,Beef
321,抄,美 ibp 牛下肩肉眼卷(1x1) prime,$ 4 4.0,磅,其士,11-dec-23.pdf,美,ibp,牛下肩肉眼卷,1x1,Beef
322,抄,美 ibp 牛下肩肉眼卷(1x1) cab,$ 4 3.5,磅,其士,11-dec-23.pdf,美,ibp,牛下肩肉眼卷,1x1,Beef
323,抄**,阿 meatex 牛面肉,$ 1 1.0,磅,其士,11-dec-23.pdf,阿,excel,牛面肉,,Beef
324,25kg,巴 pantanal 牛頭肉,$ 8 .5,磅,其士,11-dec-23.pdf,巴,pantanal,牛頭肉,,Beef
325,抄,巴 plena 牛細腩包,$ 1 4.5,磅,其士,11-dec-23.pdf,巴,plena,牛細腩包,,Beef
326,抄**,巴 anglo 牛冧,$ 2 0.0,磅,其士,11-dec-23.pdf,巴,anglo,牛冧,,Beef
327,抄,巴 gejota 鯉魚管,$ 1 8.5,磅,其士,11-dec-23.pdf,巴,gejota,鯉魚管,,Beef
328,抄,墨 sukarne 牛肋條,$ 2 2.0,磅,其士,11-dec-23.pdf,墨,sukarne,牛肋條,,Beef
329,抄**,巴 minerva 牛肋條,$ 2 6.5,磅,其士,11-dec-23.pdf,巴,minerva,牛肋條,,Beef
330,抄,美 national 金 錢 𦟌,$ 3 4.0,磅,其士,11-dec-23.pdf,美,national beef,金 錢 𦟌,,
331,抄**,美 i. b. p 金 錢 𦟌 兩條裝 (無 label),$ 3 4.0,磅,其士,11-dec-23.pdf,美,ibp,金 錢 𦟌 兩條裝 (無 label),兩條裝,
332,抄,美 i. b. p 金 錢 𦟌 choice (有label),$ 3 6.5,磅,其士,11-dec-23.pdf,美,ibp,金 錢 𦟌 choice (有label),,
333,抄,巴 quality beef 牛 𦟌,$ 1 4.0,磅,其士,11-dec-23.pdf,巴,quality beef,牛 𦟌,,Beef
334,抄,巴 gejota 牛柳頭 1k+,$ 2 4.0,磅,其士,11-dec-23.pdf,巴,gejota,牛柳頭,,Beef
335,抄,巴 minerva 牛柳頭 1k+,$ 2 4.0,磅,其士,11-dec-23.pdf,巴,minerva,牛柳頭,,Beef
336,抄,巴 boi brasil 牛柳頭 1-1.5k,$ 2 2.0,磅,其士,11-dec-23.pdf,巴,boi brasil,牛柳頭,,Beef
337,抄,巴 masterboi 牛柳頭 1.5k+,$ 2 3.0,磅,其士,11-dec-23.pdf,巴,boi brasil,牛柳頭,,Beef
338,抄,巴 quality beef 牛柳頭 1.5-2k,$ 2 3.0,磅,其士,11-dec-23.pdf,巴,quality beef,牛柳頭,,Beef
339,抄,巴 plena 牛柳頭 2k+,$ 2 3.0,磅,其士,11-dec-23.pdf,巴,plena,牛柳頭,,Beef
340,抄,巴 dom glutao 牛柳頭 2k+,$ 2 3.0,磅,其士,11-dec-23.pdf,巴,dom glutao,牛柳頭,,Beef
341,抄,紐 affco 牛肉眼 ps 4k+,$ 5 0.0,磅,其士,11-dec-23.pdf,紐,affco,牛肉眼,,Beef
342,抄,美 excel 去骨牛小排 prime p-86e,$ 139.0,磅,其士,11-dec-23.pdf,美,excel,去骨牛小排,,Beef
343,抄,美 national 去骨牛小排 prime,$ 152.0,磅,其士,11-dec-23.pdf,美,national beef,去骨牛小排,,Beef
344,抄,美 ibp 去骨牛小排 prime p-278,$ 154.0,磅,其士,11-dec-23.pdf,美,ibp,去骨牛小排,,Beef
345,抄,美 ibp 去骨牛小排 prime p-245e,$ 154.0,磅,其士,11-dec-23.pdf,美,ibp,去骨牛小排,,Beef
346,抄,美 excel 去骨牛小排 cab,$ 125.0,磅,其士,11-dec-23.pdf,美,excel,去骨牛小排,,Beef
347,抄,美 excel 去骨牛小排 choice p-86e,$ 102.0,磅,其士,11-dec-23.pdf,美,excel,去骨牛小排,,Beef
348,抄**,美 ibp 去骨牛小排 nr p-245c,$ 9 7.0,磅,其士,11-dec-23.pdf,美,ibp,去骨牛小排,,Beef
349,抄,美 ibp 肥牛肉 pastrami prime 6x12,$ 5 0.0,磅,其士,11-dec-23.pdf,美,ibp,肥牛肉 pastrami prime 6x12,,Beef
350,抄,美 ibp 肥牛肉 pastrami cab 6x12,$ 4 9.0,磅,其士,11-dec-23.pdf,美,ibp,肥牛肉 pastrami cab 6x12,,Beef
351,抄,美 national 肥牛肉 pastrami choice 6x12,$ 4 9.0,磅,其士,11-dec-23.pdf,美,national beef,肥牛肉 pastrami choice 6x12,,Beef
352,抄,美 ibp 肥牛肉 pastrami choice 6x12,$ 4 6.0,磅,其士,11-dec-23.pdf,美,ibp,肥牛肉 pastrami choice 6x12,,Beef
353,抄,美 excel 肥牛肉 pastrami prime 9x12 p-86m/r,$ 3 8.0,磅,其士,11-dec-23.pdf,美,excel,肥牛肉 pastrami prime 9x12 p-86m/r,9x12,Beef
354,抄,加 excel 肥牛肉 pastrami a/aa 9x12 p-93,$ 3 4.0,磅,其士,11-dec-23.pdf,加,excel,肥牛肉 pastrami a/aa 9x12 p-93,9x12,Beef
355,抄,愛 dawn meat 肥牛肉(super plate),$ 2 0.5,磅,其士,11-dec-23.pdf,愛,dawn meat,肥牛肉(super plate),,Beef
356,抄,墨 sukarne 肥牛肉 super obento plate,$ 2 0.5,磅,其士,11-dec-23.pdf,墨,sukarne,肥牛肉 super obento plate,,Beef
357,抄,英國 kepak 肥牛肉 super plate,$ 2 0.5,磅,其士,11-dec-23.pdf,英,kepak,肥牛肉 super plate,,Beef
358,抄,英國 肥牛肉 upper plate,$ 2 0.5,磅,其士,11-dec-23.pdf,英,pif paf,er plate,,
359,抄,美 ibp 肥牛肉 karubi cab prime,$ 3 9.5,磅,其士,11-dec-23.pdf,美,ibp,肥牛肉 karubi cab prime,,Beef
360,抄,美 ibp 肥牛肉 karubi prime,$ 3 9.5,磅,其士,11-dec-23.pdf,美,ibp,肥牛肉 karubi prime,,Beef
361,抄,美 ibp 肥牛肉 karubi cab,$ 3 9.0,磅,其士,11-dec-23.pdf,美,ibp,肥牛肉 karubi cab,,Beef
362,抄,美 ibp 肥牛肉 karubi choice,$ 3 8.0,磅,其士,11-dec-23.pdf,美,ibp,肥牛肉 karubi choice,,Beef
363,抄,美 excel 肥牛肉 no roll short plate,$ 2 0.0,磅,其士,11-dec-23.pdf,美,excel,肥牛肉 no roll short plate,,Beef
364,抄,美 i. b. p. 橫隔肌 cab,$ 4 9.0,磅,其士,11-dec-23.pdf,美,ibp,橫隔肌,,Beef
365,抄,美 i. b. p. 橫隔肌 choice,$ 4 5.0,磅,其士,11-dec-23.pdf,美,ibp,橫隔肌,,Beef
366,抄,美 i. b. p. 橫隔肌 nr,$ 3 9.0,磅,其士,11-dec-23.pdf,美,ibp,橫隔肌,,Beef
367,抄,紐 silver fern 牛仔脾 3/5 lb,$ 2 8.0,磅,其士,11-dec-23.pdf,紐,silver fern,牛仔脾 3/5 lb,3/5,Beef
368,抄,紐 silver fern 牛仔脾 5+ lb,$ 2 8.0,磅,其士,11-dec-23.pdf,紐,silver fern,牛仔脾 5+ lb,,Beef
369,10kg,阿 bustos 牛肺,$ 4 .1,磅,其士,11-dec-23.pdf,阿,bustos,牛肺,,Beef
370,10kg,阿 frimsa 牛肺,$ 4 .1,磅,其士,11-dec-23.pdf,阿,frimesa,牛肺,,Beef
371,10kg,阿 ifssa 牛肺,$ 4 .1,磅,其士,11-dec-23.pdf,阿,ifssa,牛肺,,Beef
372,20kg,巴 frimesa 豬肋排,$ 1 5.7,磅,其士,11-dec-23.pdf,巴,frimesa,豬肋排,,Pork
373,18kg,巴 seara 豬肋排,$ 1 3.6,磅,其士,11-dec-23.pdf,巴,seara,豬肋排,,Pork
374,10kg*,巴 tonnies 餅裝 豬肋排,$ 1 2.6,磅,其士,11-dec-23.pdf,巴,tonnies,豬肋排,餅裝,Pork
375,抄,美 smithfield 豬肋排 st. louis style 零售裝,$ 2 5.0,磅,其士,11-dec-23.pdf,美,smithfield,豬肋排,零售,Pork
376,抄,巴 palmali 豬四肉,$ 8 .5,磅,其士,11-dec-23.pdf,巴,palmali,豬四肉,,Pork
377,20kg,德 westfleisch 豬脊膘油,$ 7 .0,磅,其士,11-dec-23.pdf,德,westfleisch,豬脊膘油,,Pork
378,20kg,波 animex 豬脊膘油,$ 7 .0,磅,其士,11-dec-23.pdf,波,excel,豬脊膘油,,Pork
379,抄,西 artigas duroc 豬扒法式,$ 4 2.0,磅,其士,11-dec-23.pdf,西,artigas duroc,豬扒,,Pork
380,抄,西 pernam ibericos 豬背骨,$ 5 5.0,kg,其士,11-dec-23.pdf,西,pernam ibericos,豬背骨,,Pork
381,抄,西 jamondul ibericos 豬梅肉,$ 185.0,kg,其士,11-dec-23.pdf,西,jamondul ibericos,豬梅肉,,Pork
382,抄,西 jamondul ibericos 豬下梅肉,$ 130.0,kg,其士,11-dec-23.pdf,西,jamondul ibericos,豬下梅肉,,Pork
383,抄,西 jamondul ibericos 豬扒法式,$ 180.0,kg,其士,11-dec-23.pdf,西,jamondul ibericos,豬扒,,Pork
384,抄,西 jamondul ibericos 豬肋條,$ 120.0,kg,其士,11-dec-23.pdf,西,jamondul ibericos,豬肋條,,Pork
385,15kg,巴 sulita 豬耳,$ 1 1.0,磅,其士,11-dec-23.pdf,巴,sulita,豬耳,,Pork
386,15kg*,巴 alibem 豬肚,$ 9 .0,磅,其士,11-dec-23.pdf,巴,alibem,豬肚,,Pork
387,20kg*,巴 frimesa 豬手,$ 5 .0,磅,其士,11-dec-23.pdf,巴,frimesa,豬手,,Pork
388,18kg,巴 seara 豬手,$ 3 .5,磅,其士,11-dec-23.pdf,巴,seara,豬手,,Pork
