id,productName,supplier,category,packing,origin,brand,EffectiveDate,spec1,spec2,spec3,spec4,spec5,spec6,price,weightUnit,warehouse,notes
1136,肩 胛 翼 cab,金山,,抄,美,excel,18-jul-23.pdf,,,,,,,$ 6 2.0,磅,其士,
1137,牛細腩包,金山,Beef,抄,巴,minerva,18-jul-23.pdf,,,,,,,$ 1 6.0,磅,其士,
1138,牛細腩包,金山,Beef,抄,巴,plena,18-jul-23.pdf,,,,,,,$ 1 6.0,磅,其士,
1139,牛冧,金山,Beef,抄,巴,anglo,18-jul-23.pdf,,,,,,,$ 1 7.5,磅,其士,
1140,牛冧,金山,Beef,抄,巴,boi brasil,18-jul-23.pdf,,,,,,,$ 1 7.5,磅,其士,
1141,牛冧,金山,Beef,抄,巴,boi brasil,18-jul-23.pdf,,,,,,,$ 1 7.5,磅,其士,
1142,牛冧,金山,Beef,抄,巴,minerva,18-jul-23.pdf,,,,,,,$ 1 7.5,磅,其士,
1143,牛冧,金山,Beef,抄,巴,,18-jul-23.pdf,,,,,,,$ 1 7.5,磅,其士,
1144,鯉魚管,金山,Beef,抄,巴,boi brasil,18-jul-23.pdf,,,,,,,$ 2 0.0,磅,其士,
1145,牛肋條,金山,Beef,抄,美,national beef,18-jul-23.pdf,,,,,,,$ 4 1.0,磅,其士,
1146,金 錢 𦟌,金山,,抄**,巴,minerva,18-jul-23.pdf,,,,,,,$ 2 7.0,磅,其士,
1147,金 錢 𦟌,金山,,抄,加,canadian diamond,18-jul-23.pdf,,,,,,,$ 2 7.0,磅,其士,
1148,金 錢 𦟌,金山,,抄,加,excel,18-jul-23.pdf,,,,,,,$ 2 7.0,磅,其士,
1149,金 錢 𦟌 choice (有label),金山,,抄,美,ibp,18-jul-23.pdf,,,,,,,$ 3 5.0,磅,其士,
1150,金 錢 𦟌,金山,,抄,美,national beef,18-jul-23.pdf,,,,,,,$ 3 3.5,磅,其士,
1151,金 錢 𦟌 nr (有label),金山,,抄,美,ibp,18-jul-23.pdf,,,,,,,$ 3 5.0,磅,其士,
1152,牛仔骨,金山,Beef,抄,英,,18-jul-23.pdf,,,,,,,$ 1 8.0,磅,其士,
1153,牛仔骨,金山,Beef,抄,加,excel,18-jul-23.pdf,,,,,,,$ 6 0.0,磅,其士,
1154,牛仔骨,金山,Beef,抄,美,national beef,18-jul-23.pdf,,,,,,,$ 6 0.0,磅,其士,
1155,牛仔骨,金山,Beef,抄,美,ibp,18-jul-23.pdf,,,,,,,$ 4 7.0,磅,其士,
1156,牛仔骨,金山,Beef,抄,美,ibp,18-jul-23.pdf,,,,,,,$ 4 5.0,磅,其士,
1157,牛仔骨,金山,Beef,抄,美,showcase,18-jul-23.pdf,,,,,,,$ 3 0.0,磅,其士,
1158,肩胛,金山,Beef,抄,美,ibp,18-jul-23.pdf,,,,,,,$ 8 3.0,磅,其士,
1159,肩胛,金山,Beef,抄,美,ibp,18-jul-23.pdf,,,,,,,$ 8 0.0,磅,其士,
1160,肩胛,金山,Beef,抄,美,ibp,18-jul-23.pdf,,,,,,,$ 8 0.0,磅,其士,
1161,肩胛,金山,Beef,抄,美,ibp,18-jul-23.pdf,,,,,,,$ 8 0.0,磅,其士,
1162,肩胛,金山,Beef,抄,美,ibp,18-jul-23.pdf,,,,,,,$ 5 6.5,磅,其士,
1163,肩胛,金山,Beef,抄,美,ibp,18-jul-23.pdf,,,,,,,$ 5 6.5,磅,其士,
1164,肩胛,金山,Beef,抄,美,ibp,18-jul-23.pdf,,,,,,,$ 5 6.5,磅,其士,
1165,去骨牛小排,金山,Beef,抄,美,national beef,18-jul-23.pdf,,,,,,,$ 120.0,磅,其士,
1166,去骨牛小排,金山,Beef,抄**,美,ibp,18-jul-23.pdf,,,,,,,$ 121.0,磅,其士,
1167,去骨牛小排,金山,Beef,抄,美,ibp,18-jul-23.pdf,,,,,,,$ 103.0,磅,其士,
1168,肥牛肉 pastrami prime 6x12,金山,Beef,抄,美,excel,18-jul-23.pdf,,,,,,,$ 4 4.5,磅,其士,
1169,肥牛肉 pastrami choice 6x12,金山,Beef,抄,美,excel,18-jul-23.pdf,,,,,,,$ 4 1.0,磅,其士,
1170,肥牛肉 pastrami choice 6x12,金山,Beef,抄,美,ibp,18-jul-23.pdf,,,,,,,$ 4 3.0,磅,其士,
1171,肥牛肉 pastrami prime 9x12,金山,Beef,抄,美,excel,18-jul-23.pdf,9x12,,,,,,$ 3 7.0,磅,其士,
1172,肥牛肉 pastrami choice 9x12,金山,Beef,抄,美,excel,18-jul-23.pdf,9x12,,,,,,$ 3 2.0,磅,其士,
1173,肥牛肉 pastrami a/aa 9x12,金山,Beef,抄,加,excel,18-jul-23.pdf,9x12,,,,,,$ 3 0.0,磅,其士,
1174,er plate,金山,,抄,英,pif paf,18-jul-23.pdf,,,,,,,$ 2 2.5,磅,其士,
1175,橫隔肌,金山,Beef,抄,美,ibp,18-jul-23.pdf,,,,,,,$ 5 3.0,磅,其士,
1176,橫隔肌,金山,Beef,抄,美,ibp,18-jul-23.pdf,,,,,,,$ 3 9.0,磅,其士,
1177,白牛仔湯骨,金山,Pork,抄,荷,tboer,18-jul-23.pdf,,,,,,,$ 7 .0,磅,其士,
1178,牛仔膝(穀飼),金山,Beef,抄,荷,tboer,18-jul-23.pdf,穀飼,,,,,,$ 4 1.0,磅,其士,
1179,白牛仔柳,金山,Beef,抄,荷,tboer,18-jul-23.pdf,,,,,,,$ 100.0,磅,其士,
1180,豬肋排,金山,Pork,10kg,德,tonnies,18-jul-23.pdf,餅裝,,,,,,$ 1 1.5,磅,其士,
1181,豬肋排,金山,Pork,抄,美,smithfield,18-jul-23.pdf,零售,,,,,,$ 2 5.0,磅,其士,
1182,豬四肉,金山,Pork,抄,巴,alegra,18-jul-23.pdf,,,,,,,$ 8 .8,磅,其士,
1183,豬四肉,金山,Pork,25kg,巴,aurora,18-jul-23.pdf,,,,,,,$ 8 .4,磅,其士,
1184,豬四肉,金山,Pork,抄,巴,palmali,18-jul-23.pdf,,,,,,,$ 8 .4,磅,其士,
1185,豬脊膘油,金山,Pork,20kg,波,excel,18-jul-23.pdf,,,,,,,$ 8 .0,磅,其士,
1186,豬扒,金山,Pork,抄,西,artigas duroc,18-jul-23.pdf,,,,,,,$ 4 2.0,磅,其士,
1187,豬肋條,金山,Pork,抄,西,artigas duroc,18-jul-23.pdf,,,,,,,$ 3 8.0,磅,其士,
1188,豬腩無皮挑骨,金山,Pork,抄,西,artigas duroc,18-jul-23.pdf,挑骨,,,,,,$ 3 2.0,磅,其士,
1189,豬背骨,金山,Pork,抄,西,pernam ibericos,18-jul-23.pdf,,,,,,,$ 6 5.0,kg,其士,
1190,豬梅肉,金山,Pork,抄,西,jamondul ibericos,18-jul-23.pdf,,,,,,,$ 198.0,kg,其士,
1191,豬手,金山,Pork,20kg,巴,frimesa,18-jul-23.pdf,,,,,,,$ 5 .0,磅,其士,
1192,豬手,金山,Pork,18kg,巴,seara,18-jul-23.pdf,,,,,,,$ 3 .3,磅,其士,
1193,挪 威 豬 手 (短),金山,Pork,10kg,挪 威,,18-jul-23.pdf,短,,,,,,$ 1 .4,磅,其士,
1194,後筒骨,金山,Pork,20kg,波,,18-jul-23.pdf,,,,,,,$ 2 .2,磅,其士,
1195,豬前筒骨,金山,Pork,20kg,波,,18-jul-23.pdf,,,,,,,$ 2 .2,磅,其士,
1196,豬頸湯骨,金山,Pork,20kg,波,,18-jul-23.pdf,,,,,,,$ 3 .6,磅,其士,
1197,牛前筒骨,金山,Beef,抄,巴,dom glutao,3-jul-23.pdf,,,,,,,$ 5 .2,磅,其士,
1198,牛坑腩,金山,Beef,抄,英 國,hewitt,3-jul-23.pdf,,,,,,,$ 8 .0,磅,其士,
1199,牛坑腩,金山,Beef,抄**,巴,boi brasil,3-jul-23.pdf,,,,,,,$ 1 3.5,磅,其士,
1200,牛坑腩,金山,Beef,抄,巴,plena,3-jul-23.pdf,,,,,,,$ 1 3.5,磅,其士,
1201,牛下肩肉眼卷,金山,Beef,抄,加,excel,3-jul-23.pdf,1x1,,,,,,$ 3 9.0,磅,其士,
1202,牛下肩肉眼卷,金山,Beef,抄,美,ibp,3-jul-23.pdf,1x1,,,,,,$ 3 9.0,磅,其士,
1203,肩 胛 翼 prime,金山,,抄,美,excel,3-jul-23.pdf,,,,,,,$ 7 8.0,磅,其士,
1204,肩 胛 翼 cab,金山,,抄,美,excel,3-jul-23.pdf,,,,,,,$ 6 2.0,磅,其士,
1205,牛細腩包,金山,Beef,抄,巴,minerva,3-jul-23.pdf,,,,,,,$ 1 7.0,磅,其士,
1206,牛細腩包,金山,Beef,抄,巴,plena,3-jul-23.pdf,,,,,,,$ 1 7.0,磅,其士,
1207,牛冧,金山,Beef,抄,巴,anglo,3-jul-23.pdf,,,,,,,$ 1 7.3,磅,其士,
1208,牛冧,金山,Beef,抄,巴,boi brasil,3-jul-23.pdf,,,,,,,$ 1 7.3,磅,其士,
1209,牛冧,金山,Beef,抄,巴,quality beef,3-jul-23.pdf,,,,,,,$ 1 7.3,磅,其士,
1210,牛冧,金山,Beef,抄,巴,boi brasil,3-jul-23.pdf,,,,,,,$ 1 7.3,磅,其士,
1211,牛冧,金山,Beef,抄,巴,minerva,3-jul-23.pdf,,,,,,,$ 1 7.3,磅,其士,
1212,鯉魚管,金山,Beef,抄,巴,boi brasil,3-jul-23.pdf,,,,,,,$ 2 0.0,磅,其士,
1213,牛肋條,金山,Beef,抄,美,national beef,3-jul-23.pdf,,,,,,,$ 4 1.0,磅,其士,
1214,金 錢 𦟌,金山,,抄,加,canadian diamond,3-jul-23.pdf,,,,,,,$ 2 7.0,磅,其士,
1215,金 錢 𦟌,金山,,抄,加,excel,3-jul-23.pdf,,,,,,,$ 2 7.0,磅,其士,
1216,金 錢 𦟌 choice (有label),金山,,抄,美,ibp,3-jul-23.pdf,,,,,,,$ 3 5.0,磅,其士,
1217,金 錢 𦟌,金山,,抄,美,national beef,3-jul-23.pdf,,,,,,,$ 3 3.5,磅,其士,
1218,金 錢 𦟌 nr (有label),金山,,抄,美,ibp,3-jul-23.pdf,,,,,,,$ 3 5.0,磅,其士,
1219,牛仔骨,金山,Beef,抄,英,,3-jul-23.pdf,,,,,,,$ 1 8.0,磅,其士,
1220,牛仔骨,金山,Beef,抄,英,kepak,3-jul-23.pdf,,,,,,,$ 2 0.5,磅,其士,
1221,牛仔骨,金山,Beef,抄,加,excel,3-jul-23.pdf,,,,,,,$ 6 0.0,磅,其士,
1222,牛仔骨,金山,Beef,抄,美,national beef,3-jul-23.pdf,,,,,,,$ 6 0.0,磅,其士,
1223,牛仔骨,金山,Beef,抄,美,ibp,3-jul-23.pdf,,,,,,,$ 4 7.0,磅,其士,
1224,牛仔骨,金山,Beef,抄,美,ibp,3-jul-23.pdf,,,,,,,$ 4 5.0,磅,其士,
1225,牛仔骨,金山,Beef,抄,美,showcase,3-jul-23.pdf,,,,,,,$ 3 0.0,磅,其士,
1226,肩胛,金山,Beef,抄,美,ibp,3-jul-23.pdf,,,,,,,$ 8 3.0,磅,其士,
1227,肩胛,金山,Beef,抄,美,ibp,3-jul-23.pdf,,,,,,,$ 8 0.0,磅,其士,
1228,肩胛,金山,Beef,抄,美,ibp,3-jul-23.pdf,,,,,,,$ 8 0.0,磅,其士,
1229,肩胛,金山,Beef,抄,美,ibp,3-jul-23.pdf,,,,,,,$ 8 0.0,磅,其士,
1230,肩胛,金山,Beef,抄,美,ibp,3-jul-23.pdf,,,,,,,$ 5 6.5,磅,其士,
1231,肩胛,金山,Beef,抄,美,ibp,3-jul-23.pdf,,,,,,,$ 5 6.5,磅,其士,
1232,肩胛,金山,Beef,抄,美,ibp,3-jul-23.pdf,,,,,,,$ 5 6.5,磅,其士,
1233,去骨牛小排,金山,Beef,抄**,美,national beef,3-jul-23.pdf,,,,,,,$ 120.0,磅,其士,
1234,去骨牛小排,金山,Beef,抄,美,ibp,3-jul-23.pdf,,,,,,,$ 105.0,磅,其士,
1235,肥牛肉 pastrami prime 6x12,金山,Beef,抄,美,excel,3-jul-23.pdf,,,,,,,$ 4 4.5,磅,其士,
1236,肥牛肉 pastrami choice 6x12,金山,Beef,抄,美,excel,3-jul-23.pdf,,,,,,,$ 4 1.0,磅,其士,
1237,肥牛肉 pastrami choice 6x12,金山,Beef,抄,美,ibp,3-jul-23.pdf,,,,,,,$ 4 3.0,磅,其士,
1238,肥牛肉 pastrami prime 9x12,金山,Beef,抄,美,excel,3-jul-23.pdf,9x12,,,,,,$ 3 7.0,磅,其士,
1239,肥牛肉 pastrami choice 9x12,金山,Beef,抄,美,excel,3-jul-23.pdf,9x12,,,,,,$ 3 5.0,磅,其士,
1240,肥牛肉 pastrami a/aa 9x12,金山,Beef,抄,加,excel,3-jul-23.pdf,9x12,,,,,,$ 3 3.0,磅,其士,
1241,er plate,金山,,抄,英,pif paf,3-jul-23.pdf,,,,,,,$ 2 2.5,磅,其士,
1242,橫隔肌,金山,Beef,抄,美,ibp,3-jul-23.pdf,,,,,,,$ 5 3.0,磅,其士,
1243,橫隔肌,金山,Beef,抄,美,ibp,3-jul-23.pdf,,,,,,,$ 3 9.0,磅,其士,
1244,白牛仔湯骨,金山,Pork,抄,荷,tboer,3-jul-23.pdf,,,,,,,$ 7 .0,磅,其士,
1245,白牛仔柳,金山,Beef,抄,荷,tboer,3-jul-23.pdf,,,,,,,$ 100.0,磅,其士,
1246,豬肋排,金山,Pork,抄,巴,alegra,3-jul-23.pdf,分包,,,,,,$ 1 2.3,磅,其士,
1247,豬肋排,金山,Pork,20kg,巴,frimesa,3-jul-23.pdf,分包,,,,,,$ 1 3.5,磅,其士,
1248,豬肋排,金山,Pork,10kg,德,tonnies,3-jul-23.pdf,餅裝,,,,,,$ 1 1.8,磅,其士,
1249,豬肋排,金山,Pork,10kg,荷,p584,3-jul-23.pdf,餅裝,,,,,,$ 1 1.8,磅,其士,
1250,豬肋排,金山,Pork,抄,美,smithfield,3-jul-23.pdf,零售,,,,,,$ 2 5.0,磅,其士,
1251,豬四肉,金山,Pork,抄,巴,alegra,3-jul-23.pdf,,,,,,,$ 9 .0,磅,其士,
1252,豬四肉,金山,Pork,25kg,巴,aurora,3-jul-23.pdf,,,,,,,$ 8 .8,磅,其士,
1253,豬四肉,金山,Pork,抄,巴,palmali,3-jul-23.pdf,,,,,,,$ 8 .8,磅,其士,
1254,豬脊膘油,金山,Pork,20kg,波,excel,3-jul-23.pdf,,,,,,,$ 8 .0,磅,其士,
1255,豬下梅肉,金山,Pork,抄,西,artigas duroc,3-jul-23.pdf,,,,,,,$ 3 3.5,磅,其士,
1256,豬扒,金山,Pork,抄,西,artigas duroc,3-jul-23.pdf,,,,,,,$ 4 2.0,磅,其士,
1257,豬肋條,金山,Pork,抄,西,artigas duroc,3-jul-23.pdf,,,,,,,$ 3 8.0,磅,其士,
1258,豬腩無皮挑骨,金山,Pork,抄,西,artigas duroc,3-jul-23.pdf,挑骨,,,,,,$ 3 2.0,磅,其士,
1259,豬背骨,金山,Pork,抄,西,pernam ibericos,3-jul-23.pdf,,,,,,,$ 6 5.0,kg,其士,
1260,豬梅肉,金山,Pork,抄,西,jamondul ibericos,3-jul-23.pdf,,,,,,,$ 198.0,kg,其士,
1261,豬手,金山,Pork,20kg,巴,frimesa,3-jul-23.pdf,,,,,,,$ 5 .0,磅,其士,
1262,豬手,金山,Pork,18kg,巴,seara,3-jul-23.pdf,,,,,,,$ 3 .5,磅,其士,
1263,挪 威 豬 手 (短),金山,Pork,10kg,挪 威,,3-jul-23.pdf,短,,,,,,$ 1 .4,磅,其士,
1264,後筒骨,金山,Pork,20kg,波,,3-jul-23.pdf,,,,,,,$ 2 .5,磅,其士,
1265,豬腿筒骨,金山,Pork,20kg,波,,3-jul-23.pdf,,,,,,,$ 2 .2,磅,其士,
1266,豬頸湯骨,金山,Pork,20kg,波,,3-jul-23.pdf,,,,,,,$ 3 .6,磅,其士,
1267,牛坑腩,金山,Beef,抄,英 國,hewitt,26-dec-23.pdf,,,,,,,$ 8 .0,磅,其士,
1268,牛下肩肉眼卷,金山,Beef,抄,美,ibp,26-dec-23.pdf,1x1,,,,,,$ 4 4.0,磅,其士,
1269,牛下肩肉眼卷,金山,Beef,抄,美,ibp,26-dec-23.pdf,1x1,,,,,,$ 4 3.5,磅,其士,
1270,牛下肩肉眼卷,金山,Beef,抄**,美,excel,26-dec-23.pdf,1x1,,,,,,$ 3 9.5,磅,其士,
1271,牛面肉,金山,Beef,抄,阿,excel,26-dec-23.pdf,,,,,,,$ 1 1.0,磅,其士,
1272,牛頭肉,金山,Beef,25kg,巴,pantanal,26-dec-23.pdf,,,,,,,$ 8 .0,磅,其士,
1273,牛細腩包,金山,Beef,抄,巴,pul,26-dec-23.pdf,,,,,,,$ 1 5.0,磅,其士,
1274,牛細腩包,金山,Beef,抄,巴,plena,26-dec-23.pdf,,,,,,,$ 1 3.5,磅,其士,
1275,牛冧,金山,Beef,抄,巴,anglo,26-dec-23.pdf,,,,,,,$ 2 0.0,磅,其士,
1276,牛冧,金山,Beef,抄**,巴,gejota,26-dec-23.pdf,,,,,,,$ 2 0.0,磅,其士,
1277,牛冧,金山,Beef,抄**,巴,gold beef ,26-dec-23.pdf,,,,,,,$ 1 9.6,磅,其士,
1278,鯉魚管,金山,Beef,抄,巴,pul,26-dec-23.pdf,,,,,,,$ 2 0.5,磅,其士,
1279,鯉魚管,金山,Beef,抄,巴,gejota,26-dec-23.pdf,,,,,,,$ 1 8.5,磅,其士,
1280,牛肋條,金山,Beef,抄,墨,sukarne,26-dec-23.pdf,,,,,,,$ 2 2.0,磅,其士,
1281,牛肋條,金山,Beef,抄,巴,minerva,26-dec-23.pdf,,,,,,,$ 2 6.5,磅,其士,
1282,金 錢 𦟌,金山,,抄,美,national beef,26-dec-23.pdf,,,,,,,$ 3 4.0,磅,其士,
1283,金 錢 𦟌 兩條裝 (無 label),金山,,抄,美,ibp,26-dec-23.pdf,兩條裝,,,,,,$ 3 4.0,磅,其士,
1284,牛 𦟌,金山,Beef,抄,巴,quality beef,26-dec-23.pdf,,,,,,,$ 1 4.0,磅,其士,
1285,牛柳頭,金山,Beef,抄,巴,gejota,26-dec-23.pdf,,,,,,,$ 2 4.0,磅,其士,
1286,牛柳頭,金山,Beef,抄,巴,minerva,26-dec-23.pdf,,,,,,,$ 2 4.0,磅,其士,
1287,牛柳頭,金山,Beef,抄,巴,boi brasil,26-dec-23.pdf,,,,,,,$ 2 2.0,磅,其士,
1288,牛柳頭,金山,Beef,抄,巴,boi brasil,26-dec-23.pdf,,,,,,,$ 2 3.0,磅,其士,
1289,牛柳頭,金山,Beef,抄,巴,quality beef,26-dec-23.pdf,,,,,,,$ 2 3.0,磅,其士,
1290,牛柳頭,金山,Beef,抄,巴,plena,26-dec-23.pdf,,,,,,,$ 2 3.0,磅,其士,
1291,牛柳頭,金山,Beef,抄,巴,dom glutao,26-dec-23.pdf,,,,,,,$ 2 3.0,磅,其士,
1292,去骨牛小排,金山,Beef,抄,美,excel,26-dec-23.pdf,,,,,,,$ 139.0,磅,其士,
1293,去骨牛小排,金山,Beef,抄,美,national beef,26-dec-23.pdf,,,,,,,$ 152.0,磅,其士,
1294,去骨牛小排,金山,Beef,抄,美,ibp,26-dec-23.pdf,,,,,,,$ 154.0,磅,其士,
1295,去骨牛小排,金山,Beef,抄,美,ibp,26-dec-23.pdf,,,,,,,$ 154.0,磅,其士,
1296,去骨牛小排,金山,Beef,抄**,美,ibp,26-dec-23.pdf,,,,,,,$ 110.0,磅,其士,
1297,去骨牛小排,金山,Beef,抄,美,excel,26-dec-23.pdf,,,,,,,$ 102.0,磅,其士,
1298,肥牛肉 pastrami cab prime 6x12,金山,Beef,抄**,美,ibp,26-dec-23.pdf,,,,,,,$ 5 1.0,磅,其士,
1299,肥牛肉 pastrami prime 6x12,金山,Beef,抄,美,ibp,26-dec-23.pdf,,,,,,,$ 5 0.0,磅,其士,
1300,肥牛肉 pastrami cab 6x12,金山,Beef,抄,美,ibp,26-dec-23.pdf,,,,,,,$ 4 9.0,磅,其士,
1301,肥牛肉 pastrami choice 6x12,金山,Beef,抄,美,national beef,26-dec-23.pdf,,,,,,,$ 4 9.0,磅,其士,
1302,肥牛肉 pastrami choice 6x12,金山,Beef,抄,美,ibp,26-dec-23.pdf,,,,,,,$ 4 6.0,磅,其士,
1303,肥牛肉 pastrami prime 9x12 p-86m/r,金山,Beef,抄,美,excel,26-dec-23.pdf,9x12,,,,,,$ 3 8.0,磅,其士,
1304,肥牛肉 pastrami aaa 9x12 p-93,金山,Beef,抄**,加,excel,26-dec-23.pdf,9x12,,,,,,$ 3 3.5,磅,其士,
1305,肥牛肉 pastrami a/aa 9x12 p-93,金山,Beef,抄,加,excel,26-dec-23.pdf,9x12,,,,,,$ 3 2.5,磅,其士,
1306,肥牛肉(super plate),金山,Beef,抄,愛,dawn meat,26-dec-23.pdf,,,,,,,$ 2 0.5,磅,其士,
1307,肥牛肉 super obento plate,金山,Beef,抄,墨,sukarne,26-dec-23.pdf,,,,,,,$ 2 0.5,磅,其士,
1308,肥牛肉 super plate,金山,Beef,抄,英,kepak,26-dec-23.pdf,,,,,,,$ 2 0.5,磅,其士,
1309,er plate,金山,,抄,英,pif paf,26-dec-23.pdf,,,,,,,$ 2 0.5,磅,其士,
1310,肥牛肉 karubi cab prime,金山,Beef,抄,美,ibp,26-dec-23.pdf,,,,,,,$ 3 9.5,磅,其士,
1311,肥牛肉 karubi cab,金山,Beef,抄,美,ibp,26-dec-23.pdf,,,,,,,$ 3 9.0,磅,其士,
1312,肥牛肉 karubi choice,金山,Beef,抄,美,ibp,26-dec-23.pdf,,,,,,,$ 3 8.0,磅,其士,
1313,肥牛肉 short plate p-93,金山,Beef,抄,加,excel,26-dec-23.pdf,,,,,,,$ 2 0.5,磅,其士,
1314,肥牛肉 no roll short plate,金山,Beef,抄,美,excel,26-dec-23.pdf,,,,,,,$ 2 0.0,磅,其士,
1315,橫隔肌,金山,Beef,抄,美,ibp,26-dec-23.pdf,,,,,,,$ 4 9.0,磅,其士,
1316,橫隔肌,金山,Beef,抄,美,ibp,26-dec-23.pdf,,,,,,,$ 4 5.0,磅,其士,
1317,橫隔肌,金山,Beef,抄,美,ibp,26-dec-23.pdf,,,,,,,$ 3 9.0,磅,其士,
1318,牛仔脾 3/5 lb,金山,Beef,抄,紐,silver fern,26-dec-23.pdf,3/5,,,,,,$ 2 8.0,磅,其士,
1319,牛仔脾 5+ lb,金山,Beef,抄,紐,silver fern,26-dec-23.pdf,,,,,,,$ 2 8.0,磅,其士,
1320,牛肺,金山,Beef,10kg,阿,bustos,26-dec-23.pdf,,,,,,,$ 4 .1,磅,其士,
1321,牛肺,金山,Beef,10kg,阿,frimesa,26-dec-23.pdf,,,,,,,$ 4 .1,磅,其士,
1322,牛肺,金山,Beef,10kg,阿,ifssa,26-dec-23.pdf,,,,,,,$ 4 .1,磅,其士,
1323,豬肋排,金山,Pork,20kg,巴,frimesa,26-dec-23.pdf,,,,,,,$ 1 4.8,磅,其士,
1324,豬肋排,金山,Pork,10kg,巴,tonnies,26-dec-23.pdf,餅裝,,,,,,$ 1 2.6,磅,其士,
1325,豬四肉,金山,Pork,抄,巴,palmali,26-dec-23.pdf,,,,,,,$ 8 .9,磅,其士,
1326,豬四肉,金山,Pork,抄**,巴,pamplona,26-dec-23.pdf,,,,,,,$ 8 .9,磅,其士,
1327,豬脊膘油,金山,Pork,20kg,德,westfleisch,26-dec-23.pdf,,,,,,,$ 6 .8,磅,其士,
1328,豬脊膘油,金山,Pork,20kg,波,excel,26-dec-23.pdf,,,,,,,$ 6 .8,磅,其士,
1329,豬扒,金山,Pork,抄,西,artigas duroc,26-dec-23.pdf,,,,,,,$ 4 2.0,磅,其士,
1330,豬背骨,金山,Pork,抄,西,pernam ibericos,26-dec-23.pdf,,,,,,,$ 5 5.0,kg,其士,
1331,豬梅肉,金山,Pork,抄,西,jamondul ibericos,26-dec-23.pdf,,,,,,,$ 185.0,kg,其士,
1332,豬下梅肉,金山,Pork,抄,西,jamondul ibericos,26-dec-23.pdf,,,,,,,$ 130.0,kg,其士,
1333,豬扒,金山,Pork,抄,西,jamondul ibericos,26-dec-23.pdf,,,,,,,$ 180.0,kg,其士,
1334,豬肋條,金山,Pork,抄,西,jamondul ibericos,26-dec-23.pdf,,,,,,,$ 120.0,kg,其士,
1335,豬耳,金山,Pork,15kg,巴,sulita,26-dec-23.pdf,,,,,,,$ 1 1.0,磅,其士,
1336,豬肚,金山,Pork,15kg,巴,alibem,26-dec-23.pdf,,,,,,,$ 9 .0,磅,其士,
1337,豬肚,金山,Pork,18kg*,巴,frimesa,26-dec-23.pdf,,,,,,,$ 1 1.2,磅,其士,
1338,豬舌,金山,Pork,18kg*,巴,frimesa,26-dec-23.pdf,,,,,,,$ 6 .0,磅,其士,
1339,豬手,金山,Pork,20kg,巴,frimesa,26-dec-23.pdf,,,,,,,$ 4 .6,磅,其士,
1340,豬手,金山,Pork,18kg,巴,seara,26-dec-23.pdf,,,,,,,$ 3 .5,磅,其士,
1341,豬踭,金山,Pork,抄,巴,alegra,26-dec-23.pdf,,,,,,,$ 7 .8,磅,其士,
1342,豬踭,金山,Pork,15kg,丹,tican,26-dec-23.pdf,,,,,,,$ 7 .2,磅,其士,
1343,後筒骨,金山,Pork,20kg,波,,26-dec-23.pdf,,,,,,,$ 2 .2,磅,其士,
1344,豬前筒骨,金山,Pork,20kg,波,,26-dec-23.pdf,,,,,,,$ 2 .2,磅,其士,
1345,豬頸湯骨,金山,Pork,10kg,波,excel,26-dec-23.pdf,,,,,,,$ 4 .1,磅,其士,
1346,波 豬脊骨 pl30251102,金山,Pork,20kg,波,,26-dec-23.pdf,,,,,,,$ 3 .2,磅,其士,
1347,豬腩排條,金山,Pork,10kg,巴,aurora,26-dec-23.pdf,,,,,,,$ 1 2.0,磅,其士,
1348,牛坑腩,金山,Beef,抄,英 國,hewitt,9-oct-23.pdf,,,,,,,$ 8 .0,磅,其士,
1349,牛頭肉,金山,Beef,25kg,巴,pantanal,9-oct-23.pdf,,,,,,,$ 8 .5,磅,其士,
1350,牛細腩包,金山,Beef,抄,巴,minerva,9-oct-23.pdf,,,,,,,$ 1 4.8,磅,其士,
1351,牛細腩包,金山,Beef,抄,巴,plena,9-oct-23.pdf,,,,,,,$ 1 4.8,磅,其士,
1352,牛肩肋條(有label),金山,Beef,抄,美,ibp,9-oct-23.pdf,,,,,,,$ 4 3.0,磅,其士,
1353,金 錢 𦟌 p-38,金山,,抄,加,canadian diamond,9-oct-23.pdf,,,,,,,$ 3 3.5,磅,其士,
1354,金 錢 𦟌 choice (有label),金山,,抄,美,ibp,9-oct-23.pdf,,,,,,,$ 3 6.5,磅,其士,
1355,金 錢 𦟌 nr (有label),金山,,抄,美,ibp,9-oct-23.pdf,,,,,,,$ 3 6.5,磅,其士,
1356,肩胛,金山,Beef,抄,美,ibp,9-oct-23.pdf,,,,,,,$ 8 2.5,磅,其士,
1357,肩胛,金山,Beef,抄,美,ibp,9-oct-23.pdf,,,,,,,$ 8 0.0,磅,其士,
1358,肩胛,金山,Beef,抄,美,ibp,9-oct-23.pdf,,,,,,,$ 6 0.0,磅,其士,
1359,去骨牛小排,金山,Beef,抄,美,excel,9-oct-23.pdf,,,,,,,$ 148.0,磅,其士,
1360,去骨牛小排,金山,Beef,抄,美,national beef,9-oct-23.pdf,,,,,,,$ 158.0,磅,其士,
1361,去骨牛小排,金山,Beef,抄,美,national beef,9-oct-23.pdf,,,,,,,$ 130.0,磅,其士,
1362,去骨牛小排,金山,Beef,抄,美,excel,9-oct-23.pdf,,,,,,,$ 125.0,磅,其士,
