id,productName,supplier,category,packing,origin,brand,EffectiveDate,spec1,spec2,spec3,spec4,spec5,spec6,price,weightUnit,warehouse,notes
3789,西冷,金山,Beef,抄,西,quality beef,21-aug-23.pdf,,,,,,,$ 2 1.5,磅,其士,
3790,西冷,金山,Beef,抄,西,plena,21-aug-23.pdf,,,,,,,$ 2 1.5,磅,其士,
3791,西冷,金山,Beef,抄,西,ibp,21-aug-23.pdf,,,,,,,$ 9 5.0,磅,其士,
3792,西冷,金山,Beef,抄,西,iowa premium ,21-aug-23.pdf,兩條裝,,,,,,$ 9 5.0,磅,其士,
3793,西冷,金山,Beef,抄,西,ibp,21-aug-23.pdf,,,,,,,$ 7 5.0,磅,其士,
3794,西冷,金山,Beef,抄,西,conallison,21-aug-23.pdf,,,,,,,$ 3 8.0,磅,其士,
3795,西冷,金山,Beef,抄,西,affco,21-aug-23.pdf,,,,,,,$ 2 9.5,磅,其士,
3796,牛骨髓,金山,Beef,10kg,阿,ifssa,21-aug-23.pdf,,,,,,,$ 2 6.0,磅,其士,
3797,牛肚,金山,Beef,20kg,紐,affco,21-aug-23.pdf,,,,,,,$ 7.0,磅,其士,
3798,牛肚,金山,Beef,24kg,紐,anzco,21-aug-23.pdf,,,,,,,$ 6.8,磅,其士,
3799,牛肚,金山,Beef,抄,澳,amh,21-aug-23.pdf,,,,,,,$ 6.8,磅,其士,
3800,牛肚,金山,Beef,22.5kg,澳,midfield,21-aug-23.pdf,,,,,,,$ 6.8,磅,其士,
3801,牛孖筋,金山,Beef,20kg,阿,offal,21-aug-23.pdf,,,,,,,$ 7.5,磅,其士,
3802,牛孖筋,金山,Beef,15kg,阿,bustos,21-aug-23.pdf,,,,,,,$ 7.5,磅,其士,
3803,牛孖筋,金山,Beef,12kg,阿,ifssa,21-aug-23.pdf,,,,,,,$ 6.5,磅,其士,
3804,牛孖筋,金山,Beef,15kg,阿,forres,21-aug-23.pdf,,,,,,,$ 6.5,磅,其士,
3805,牛孖筋,金山,Beef,抄,巴,sao francisco,21-aug-23.pdf,短,,,,,,$ 5.5,磅,其士,
3806,牛小腸,金山,Beef,15kg,阿,frimesa,21-aug-23.pdf,,,,,,,$ 7.8,磅,其士,
3807,牛小腸,金山,Beef,10kg,阿,ifssa,21-aug-23.pdf,,,,,,,$ 7.8,磅,其士,
3808,牛大腸,金山,Beef,15kg,阿,bustos,21-aug-23.pdf,,,,,,,$ 5.0,磅,其士,
3809,牛舌,金山,Beef,抄,巴,boi brasil,21-aug-23.pdf,,,,,,,$ 1 3.0,磅,其士,
3810,牛舌,金山,Beef,抄**,巴,naturafrig,21-aug-23.pdf,,,,,,,$ 1 1.0,磅,其士,
3811,牛舌,金山,Beef,抄,巴,gejota,21-aug-23.pdf,直,,,,,,$ 1 0.0,磅,其士,
3812,牛舌,金山,Beef,抄,巴,gejota,21-aug-23.pdf,,,,,,,$ 9.5,磅,其士,
3813,牛舌,金山,Beef,抄,巴,barra mansa,21-aug-23.pdf,,,,,,,$ 1 1.5,磅,其士,
3814,牛舌,金山,Beef,抄,巴,anglo,21-aug-23.pdf,,,,,,,$ 1 0.0,磅,其士,
3815,牛舌,金山,Beef,抄,巴,anglo,21-aug-23.pdf,,,,,,,$ 1 0.5,磅,其士,
3816,豬梅肉,金山,Pork,25kg,波,excel,21-aug-23.pdf,,,,,,,$ 1 5.5,磅,其士,
3817,豬梅肉,金山,Pork,抄,美,ibp,21-aug-23.pdf,,,,,,,$ 2 4.0,磅,其士,
3818,豬二肉,金山,Pork,25kg,巴,aurora,21-aug-23.pdf,,,,,,,$ 8.6,磅,其士,
3819,豬扒,金山,Pork,抄,巴,alibem,21-aug-23.pdf,有骨,,,,,,$ 1 0.0,磅,其士,
3820,豬扒,金山,Pork,抄,巴,alegra,21-aug-23.pdf,有骨,,,,,,$ 9.8,磅,其士,
3821,豬扒,金山,Pork,抄,巴,seara,21-aug-23.pdf,有骨,,,,,,$ 9.6,磅,其士,
3822,白山羊帶皮,金山,Lamb,抄,澳,gamemeat,21-aug-23.pdf,帶皮,,,,,,$ 8 5.0,kg,其士,
3823,羊仔肩捲肉,金山,Lamb,抄**,紐,bx,21-aug-23.pdf,網裝,,,,,,$ 3 6.5,磅,其士,
3824,羊仔肩捲肉,金山,Lamb,抄,紐,canterbury,21-aug-23.pdf,筒裝,,,,,,$ 3 6.5,磅,其士,
3825,羊仔肩捲肉,金山,Lamb,抄,紐,tk,21-aug-23.pdf,筒裝,,,,,,$ 3 6.5,磅,其士,
3826,羊仔肩捲肉,金山,Lamb,抄,紐,anzco,21-aug-23.pdf,筒裝,,,,,,$ 3 6.5,磅,其士,
3827,羊仔肩有骨方切,金山,Lamb,抄,澳,midfield,21-aug-23.pdf,有骨,,,,,,$ 2 6.0,磅,其士,
3828,羊仔肩有骨方切,金山,Lamb,抄,紐,affco,21-aug-23.pdf,有骨,,,,,,$ 2 7.0,磅,其士,
3829,羊仔肩有骨方切,金山,Lamb,抄,紐,silver fern,21-aug-23.pdf,有骨,,,,,,$ 2 7.0,磅,其士,
3830,羊仔骨排,金山,Lamb,抄,澳,midfield,21-aug-23.pdf,方切,,,,,,$ 4 2.0,磅,其士,
3831,羊仔骨排,金山,Lamb,抄,紐,silver fern,21-aug-23.pdf,,,,,,,$ 5 8.0,磅,其士,
3832,羊仔骨排,金山,Lamb,抄,澳,midfield,21-aug-23.pdf,單塊裝,,,,,,$ 1 06.0,磅,其士,
3833,20-22oz 法式8支骨 (綠彩袋),金山,,抄,紐,canterbury,21-aug-23.pdf,8支骨,,,,,,$ 1 06.0,磅,其士,
3834,羊仔骨排,金山,Lamb,抄,紐,affco,21-aug-23.pdf,8支骨,,,,,,$ 1 06.0,磅,其士,
3835,羊仔骨排,金山,Lamb,抄,紐,affco,21-aug-23.pdf,8支骨,,,,,,$ 1 06.0,磅,其士,
3836,羊仔骨排,金山,Lamb,抄,紐,silver fern,21-aug-23.pdf,8支骨,,,,,,$ 1 13.0,磅,其士,
3837,羊仔骨排,金山,Lamb,抄,紐,affco,21-aug-23.pdf,8支骨,,,,,,$ 1 06.0,磅,其士,
3838,羊仔骨排,金山,Lamb,抄,紐,silver fern,21-aug-23.pdf,8支骨,,,,,,$ 1 13.0,磅,其士,
3839,羊仔腩,金山,Lamb,20kg,澳,midfield,21-aug-23.pdf,,,,,,,$ 1 8.0,磅,其士,
3840,羊t骨,金山,Lamb,抄,澳,midfield,21-aug-23.pdf,,,,,,,$ 2 2.0,磅,其士,
3841,羊後膝 2隻/包,金山,Lamb,抄,紐,affco,21-aug-23.pdf,,,,,,,$ 3 8.5,磅,其士,
3842,羊仔髀帶骨,金山,Lamb,抄,紐,affco,21-aug-23.pdf,帶骨,,,,,,$ 2 8.0,磅,其士,
3843,羊仔髀帶骨,金山,Lamb,抄,澳,midfield,21-aug-23.pdf,帶骨,,,,,,$ 2 6.0,磅,其士,
3844,羊仔髀肉,金山,Lamb,抄,澳,midfield,21-aug-23.pdf,,,,,,,$ 3 0.0,磅,其士,
3845,羊仔髀肉,金山,Lamb,抄,澳,midfield,21-aug-23.pdf,chump off,,,,,,$ 3 1.0,磅,其士,
3846,金 錢 𦟌 (conical muscle),金山,,抄,巴,sao francisco,10-jul-23.pdf,,,,,,,$ 2 0.0,磅,其士,
3847,牛 前 𦟌,金山,Beef,抄,巴,boi brasil,10-jul-23.pdf,,,,,,,$ 1 2.0,磅,其士,
3848,牛 後 𦟌,金山,Beef,抄,巴,boi brasil,10-jul-23.pdf,,,,,,,$ 1 2.0,磅,其士,
3849,牛柳頭,金山,Beef,抄,巴,gejota,10-jul-23.pdf,,,,,,,$ 2 1.0,磅,其士,
3850,牛柳頭,金山,Beef,抄**,巴,minerva,10-jul-23.pdf,,,,,,,$ 2 2.0,磅,其士,
3851,牛柳頭,金山,Beef,抄,巴,boi brasil,10-jul-23.pdf,,,,,,,$ 2 1.0,磅,其士,
3852,牛柳頭,金山,Beef,抄,巴,boi brasil,10-jul-23.pdf,,,,,,,$ 2 2.0,磅,其士,
3853,牛柳頭,金山,Beef,抄,巴,quality beef,10-jul-23.pdf,,,,,,,$ 2 1.5,磅,其士,
3854,牛柳頭,金山,Beef,抄,巴,pantanal,10-jul-23.pdf,,,,,,,$ 2 2.5,磅,其士,
3855,牛柳頭,金山,Beef,抄,巴,plena,10-jul-23.pdf,,,,,,,$ 2 2.5,磅,其士,
3856,牛肉眼,金山,Beef,抄,紐,affco,10-jul-23.pdf,,,,,,,$ 6 0.0,磅,其士,
3857,牛肉眼,金山,Beef,抄,紐,silver fern,10-jul-23.pdf,,,,,,,$ 5 5.0,磅,其士,
3858,牛肉眼,金山,Beef,抄,阿,friarsa,10-jul-23.pdf,,,,,,,$ 3 6.0,磅,其士,
3859,牛肉眼,金山,Beef,抄,美,ibp,10-jul-23.pdf,,,,,,,$ 1 45.0,磅,其士,
3860,牛肉眼,金山,Beef,抄,加,canadian diamond,10-jul-23.pdf,2x2,,,,,,$ 8 8.0,磅,其士,
3861,牛肉眼,金山,Beef,抄,美,ibp,10-jul-23.pdf,5條裝,,,,,,$ 8 9.0,磅,其士,
3862,牛肉眼,金山,Beef,抄,美,national beef,10-jul-23.pdf,2條裝,,,,,,$ 9 3.0,磅,其士,
3863,牛肉眼,金山,Beef,抄,加,clear river ,10-jul-23.pdf,2x2,,,,,,$ 5 5.0,磅,其士,
3864,牛肉眼,金山,Beef,抄,加,excel,10-jul-23.pdf,2x2,,,,,,$ 5 5.0,磅,其士,
3865,燒牛肉,金山,Beef,抄,美,ibp,10-jul-23.pdf,,,,,,,$ 8 6.0,磅,其士,
3866,斧頭扒,金山,Beef,抄,美,ibp,10-jul-23.pdf,,,,,,,$ 9 0.0,磅,其士,
3867,西冷,金山,Beef,抄,西,anglo,10-jul-23.pdf,,,,,,,$ 2 2.5,磅,其士,
3868,西冷,金山,Beef,抄,西,boi brasil,10-jul-23.pdf,,,,,,,$ 2 1.0,磅,其士,
3869,西冷,金山,Beef,抄,西,gejota,10-jul-23.pdf,,,,,,,$ 2 1.5,磅,其士,
3870,西冷,金山,Beef,抄,西,boi brasil,10-jul-23.pdf,,,,,,,$ 2 1.5,磅,其士,
3871,西冷,金山,Beef,抄,西,minerva,10-jul-23.pdf,,,,,,,$ 2 1.5,磅,其士,
3872,西冷,金山,Beef,抄,西,pantanal,10-jul-23.pdf,,,,,,,$ 2 1.5,磅,其士,
3873,西冷,金山,Beef,抄,西,quality beef,10-jul-23.pdf,,,,,,,$ 2 1.5,磅,其士,
3874,西冷,金山,Beef,抄,西,plena,10-jul-23.pdf,,,,,,,$ 2 1.5,磅,其士,
3875,牛肺,金山,Beef,10kg,阿,frimesa,10-jul-23.pdf,,,,,,,$ 4.3,磅,其士,
3876,牛百葉,金山,Beef,12kg,阿,forres,10-jul-23.pdf,,,,,,,$ 2 4.5,磅,其士,
3877,牛金錢肚,金山,Beef,12kg,阿,bustos,10-jul-23.pdf,,,,,,,$ 1 7.5,磅,其士,
3878,牛金錢肚,金山,Beef,抄,巴,gejota,10-jul-23.pdf,,,,,,,$ 1 9.0,磅,其士,
3879,牛金錢肚,金山,Beef,抄,澳,amh,10-jul-23.pdf,,,,,,,$ 2 2.0,磅,其士,
3880,牛骨髓,金山,Beef,10kg,阿,ifssa,10-jul-23.pdf,,,,,,,$ 2 6.0,磅,其士,
3881,牛肚,金山,Beef,20kg,紐,affco,10-jul-23.pdf,,,,,,,$ 7.0,磅,其士,
3882,牛肚,金山,Beef,24kg,紐,anzco,10-jul-23.pdf,,,,,,,$ 6.8,磅,其士,
3883,牛肚,金山,Beef,抄,澳,amh,10-jul-23.pdf,,,,,,,$ 6.8,磅,其士,
3884,牛肚,金山,Beef,22.5kg,澳,midfield,10-jul-23.pdf,,,,,,,$ 6.8,磅,其士,
3885,牛孖筋,金山,Beef,20kg,阿,offal,10-jul-23.pdf,,,,,,,$ 5.8,磅,其士,
3886,牛孖筋,金山,Beef,15kg,阿,bustos,10-jul-23.pdf,,,,,,,$ 6.5,磅,其士,
3887,牛孖筋,金山,Beef,12kg,阿,ifssa,10-jul-23.pdf,,,,,,,$ 5.5,磅,其士,
3888,牛孖筋,金山,Beef,15kg,阿,forres,10-jul-23.pdf,,,,,,,$ 5.5,磅,其士,
3889,牛孖筋,金山,Beef,抄,巴,boi brasil,10-jul-23.pdf,,,,,,,$ 8.5,磅,其士,
3890,牛孖筋,金山,Beef,抄,巴,sao francisco,10-jul-23.pdf,短,,,,,,$ 5.5,磅,其士,
3891,牛大腸,金山,Beef,15kg,阿,bustos,10-jul-23.pdf,,,,,,,$ 5.0,磅,其士,
3892,牛舌,金山,Beef,抄,巴,boi brasil,10-jul-23.pdf,,,,,,,$ 1 3.5,磅,其士,
3893,牛舌,金山,Beef,抄,巴,boi brasil,10-jul-23.pdf,,,,,,,$ 1 0.5,磅,其士,
3894,牛舌,金山,Beef,抄,巴,gejota,10-jul-23.pdf,,,,,,,$ 1 0.5,磅,其士,
3895,牛舌,金山,Beef,抄**,巴,nossobeef,10-jul-23.pdf,,,,,,,$ 1 0.5,磅,其士,
3896,豬梅肉,金山,Pork,抄,巴,alegra,10-jul-23.pdf,,,,,,,$ 1 1.2,磅,其士,
3897,豬梅肉,金山,Pork,20kg,巴,palmali,10-jul-23.pdf,,,,,,,$ 1 0.9,磅,其士,
3898,豬梅肉,金山,Pork,25kg,波,excel,10-jul-23.pdf,,,,,,,$ 1 5.5,磅,其士,
3899,豬梅肉,金山,Pork,抄,美,smithfield,10-jul-23.pdf,,,,,,,$ 2 2.0,磅,其士,
3900,豬梅肉,金山,Pork,抄,美,ibp,10-jul-23.pdf,,,,,,,$ 2 2.5,磅,其士,
3901,豬軟骨,金山,Pork,10kg,挪 威,p109,10-jul-23.pdf,,,,,,,$ 1 0.5,磅,其士,
3902,白山羊帶皮,金山,Lamb,抄,澳,gamemeat,10-jul-23.pdf,帶皮,,,,,,$ 8 5.0,kg,其士,
3903,羊仔肩捲肉,金山,Lamb,抄,澳,midfield,10-jul-23.pdf,網裝,,,,,,$ 3 6.5,磅,其士,
3904,羊仔肩捲肉,金山,Lamb,抄,紐,ovation,10-jul-23.pdf,網裝,,,,,,$ 3 6.5,磅,其士,
3905,羊仔肩捲肉,金山,Lamb,抄,紐,tk,10-jul-23.pdf,網裝,,,,,,$ 3 6.5,磅,其士,
3906,羊仔肩捲肉,金山,Lamb,抄,紐,canterbury,10-jul-23.pdf,筒裝,,,,,,$ 3 6.5,磅,其士,
3907,羊仔肩捲肉,金山,Lamb,抄,紐,tk,10-jul-23.pdf,筒裝,,,,,,$ 3 6.5,磅,其士,
3908,羊仔肩捲肉,金山,Lamb,抄,紐,anzco,10-jul-23.pdf,筒裝,,,,,,$ 3 6.5,磅,其士,
3909,羊仔肩捲肉,金山,Lamb,抄,紐,ovation,10-jul-23.pdf,筒裝,,,,,,$ 3 6.5,磅,其士,
3910,羊仔肩有骨方切,金山,Lamb,抄,澳,midfield,10-jul-23.pdf,有骨,,,,,,$ 2 6.0,磅,其士,
3911,羊仔肩有骨方切,金山,Lamb,抄,紐,affco,10-jul-23.pdf,有骨,,,,,,$ 2 7.0,磅,其士,
3912,羊仔肩有骨方切,金山,Lamb,抄,紐,silver fern,10-jul-23.pdf,有骨,,,,,,$ 2 7.0,磅,其士,
3913,羊仔骨排,金山,Lamb,抄,澳,midfield,10-jul-23.pdf,方切,,,,,,$ 4 2.0,磅,其士,
3914,羊仔骨排,金山,Lamb,抄,紐,silver fern,10-jul-23.pdf,,,,,,,$ 5 8.0,磅,其士,
3915,羊仔骨排,金山,Lamb,抄,澳,midfield,10-jul-23.pdf,單塊裝,,,,,,$ 1 06.0,磅,其士,
3916,20-22oz 法式8支骨 (綠彩袋),金山,,抄,紐,canterbury,10-jul-23.pdf,8支骨,,,,,,$ 1 06.0,磅,其士,
3917,羊仔骨排,金山,Lamb,抄,紐,affco,10-jul-23.pdf,8支骨,,,,,,$ 1 06.0,磅,其士,
3918,羊仔骨排,金山,Lamb,抄,紐,affco,10-jul-23.pdf,8支骨,,,,,,$ 1 06.0,磅,其士,
3919,羊仔骨排,金山,Lamb,抄,紐,silver fern,10-jul-23.pdf,8支骨,,,,,,$ 1 16.0,磅,其士,
3920,羊仔骨排,金山,Lamb,抄,紐,affco,10-jul-23.pdf,8支骨,,,,,,$ 1 06.0,磅,其士,
3921,羊仔骨排,金山,Lamb,抄,紐,silver fern,10-jul-23.pdf,8支骨,,,,,,$ 1 16.0,磅,其士,
3922,羊仔腩,金山,Lamb,20kg,澳,midfield,10-jul-23.pdf,,,,,,,$ 1 8.0,磅,其士,
3923,羊t骨,金山,Lamb,抄**,澳,midfield,10-jul-23.pdf,,,,,,,$ 2 2.0,磅,其士,
3924,羊仔髀帶骨,金山,Lamb,抄,澳,midfield,10-jul-23.pdf,帶骨,,,,,,$ 2 6.0,磅,其士,
3925,羊仔髀帶骨,金山,Lamb,抄,紐,affco,10-jul-23.pdf,帶骨,,,,,,$ 3 1.0,磅,其士,
3926,羊仔髀帶骨,金山,Lamb,抄,紐,silver fern,10-jul-23.pdf,帶骨,,,,,,$ 3 4.0,磅,其士,
3927,羊仔髀帶骨,金山,Lamb,抄,紐,anzco,10-jul-23.pdf,帶骨,,,,,,$ 3 0.0,磅,其士,
3928,羊仔髀帶骨,金山,Lamb,抄,紐,anzco,10-jul-23.pdf,帶骨,,,,,,$ 3 0.0,磅,其士,
3929,羊仔髀肉,金山,Lamb,抄**,澳,midfield,10-jul-23.pdf,,,,,,,$ 3 0.0,磅,其士,
3930,羊仔髀肉,金山,Lamb,抄,澳,midfield,10-jul-23.pdf,chump off,,,,,,$ 3 1.0,磅,其士,
3931,牛肉眼,金山,Beef,抄,美,ibp,15-jan-24.pdf,,,,,,,$ 1 36.0,磅,其士,
3932,牛肉眼,金山,Beef,抄,美,ibp,15-jan-24.pdf,,,,,,,$ 1 25.0,磅,其士,
3933,牛肉眼,金山,Beef,抄,加,canadian diamond,15-jan-24.pdf,2x2,,,,,,$ 1 03.0,磅,其士,
3934,牛肉眼,金山,Beef,抄,美,ibp,15-jan-24.pdf,5條裝,,,,,,$ 1 05.0,磅,其士,
3935,牛肉眼,金山,Beef,抄,美,national beef,15-jan-24.pdf,2條裝,,,,,,$ 1 05.0,磅,其士,
3936,牛肉眼,金山,Beef,抄,加,clear river ,15-jan-24.pdf,2x2,,,,,,$ 6 0.0,磅,其士,
3937,牛肉眼,金山,Beef,抄,加,excel,15-jan-24.pdf,2x2,,,,,,$ 6 0.0,磅,其士,
3938,牛肉眼,金山,Beef,抄,紐,affco,15-jan-24.pdf,,,,,,,$ 4 6.5,磅,其士,
3939,牛肉眼,金山,Beef,抄,紐,silver fern,15-jan-24.pdf,,,,,,,$ 4 6.5,磅,其士,
3940,牛肉眼,金山,Beef,抄,阿,friarsa,15-jan-24.pdf,,,,,,,$ 3 6.0,磅,其士,
3941,燒牛肉,金山,Beef,抄,美,ibp,15-jan-24.pdf,,,,,,,$ 1 05.0,磅,其士,
3942,斧頭扒,金山,Beef,抄,美,ibp,15-jan-24.pdf,,,,,,,$ 9 8.0,磅,其士,
3943,西冷,金山,Beef,抄,西,anglo,15-jan-24.pdf,,,,,,,$ 2 4.0,磅,其士,
3944,西冷,金山,Beef,抄,西,boi brasil,15-jan-24.pdf,,,,,,,$ 2 2.5,磅,其士,
3945,西冷,金山,Beef,抄,西,gejota,15-jan-24.pdf,,,,,,,$ 2 3.5,磅,其士,
3946,西冷,金山,Beef,抄,西,minerva,15-jan-24.pdf,,,,,,,$ 2 3.5,磅,其士,
3947,西冷,金山,Beef,抄,西,pantanal,15-jan-24.pdf,,,,,,,$ 2 3.0,磅,其士,
3948,西冷,金山,Beef,抄,西,plena,15-jan-24.pdf,,,,,,,$ 2 3.0,磅,其士,
3949,西冷,金山,Beef,抄,西,ibp,15-jan-24.pdf,,,,,,,$ 1 05.0,磅,其士,
3950,西冷,金山,Beef,抄,西,iowa premium ,15-jan-24.pdf,兩條裝,,,,,,$ 1 00.0,磅,其士,
3951,西冷,金山,Beef,抄,西,ibp,15-jan-24.pdf,,,,,,,$ 7 5.0,磅,其士,
3952,西冷,金山,Beef,抄,西,affco,15-jan-24.pdf,3-4,,,,,,$ 2 4.0,磅,其士,
3953,西冷,金山,Beef,抄,西,affco,15-jan-24.pdf,,,,,,,$ 4 1.0,磅,其士,
3954,西冷,金山,Beef,抄,西,anzco,15-jan-24.pdf,,,,,,,$ 4 1.0,磅,其士,
3955,西冷,金山,Beef,抄,西,silver fern,15-jan-24.pdf,,,,,,,$ 4 1.0,磅,其士,
3956,西冷,金山,Beef,抄,西,affco,15-jan-24.pdf,,,,,,,$ 2 4.0,磅,其士,
3957,牛柳,金山,Beef,抄,巴,anglo,15-jan-24.pdf,3-4,,,,,,$ 3 8.0,磅,其士,
3958,牛柳,金山,Beef,抄,巴,boi brasil,15-jan-24.pdf,3-4,,,,,,$ 3 8.0,磅,其士,
3959,牛柳,金山,Beef,抄,巴,anglo,15-jan-24.pdf,,,,,,,$ 3 8.0,磅,其士,
3960,牛柳,金山,Beef,抄,巴,gejota,15-jan-24.pdf,,,,,,,$ 3 8.0,磅,其士,
3961,牛柳,金山,Beef,抄,巴,dom glutao,15-jan-24.pdf,,,,,,,$ 3 8.0,磅,其士,
3962,牛柳,金山,Beef,抄,巴,boi brasil,15-jan-24.pdf,,,,,,,$ 3 8.0,磅,其士,
3963,牛肺,金山,Beef,10kg,阿,bustos,15-jan-24.pdf,,,,,,,$ 4.1,磅,其士,
3964,牛肺,金山,Beef,10kg,阿,frimesa,15-jan-24.pdf,,,,,,,$ 4.1,磅,其士,
3965,牛肺,金山,Beef,10kg,阿,ifssa,15-jan-24.pdf,,,,,,,$ 4.1,磅,其士,
3966,牛肺,金山,Beef,抄,巴,minerva,15-jan-24.pdf,,,,,,,$ 4.0,磅,其士,
3967,牛肺,金山,Beef,抄,巴,mondelli,15-jan-24.pdf,,,,,,,$ 4.0,磅,其士,
3968,牛百葉,金山,Beef,抄,阿,bustos,15-jan-24.pdf,,,,,,,$ 2 5.5,磅,其士,
3969,牛百葉,金山,Beef,抄,阿,ifssa,15-jan-24.pdf,,,,,,,$ 2 5.0,磅,其士,
3970,牛金錢肚,金山,Beef,10kg,阿,ifssa,15-jan-24.pdf,,,,,,,$ 1 5.5,磅,其士,
3971,牛金錢肚,金山,Beef,抄,巴,gejota,15-jan-24.pdf,,,,,,,$ 1 6.0,磅,其士,
3972,牛金錢肚,金山,Beef,抄,巴,boi brasil,15-jan-24.pdf,,,,,,,$ 1 6.0,磅,其士,
3973,牛金錢肚,金山,Beef,抄,巴,mondelli,15-jan-24.pdf,,,,,,,$ 1 6.0,磅,其士,
3974,牛金錢肚,金山,Beef,抄,澳,amh,15-jan-24.pdf,,,,,,,$ 1 8.5,磅,其士,
3975,牛骨髓,金山,Beef,10kg*,阿,ifssa,15-jan-24.pdf,,,,,,,$ 1 8.0,磅,其士,
3976,牛孖筋,金山,Beef,20kg,阿,offal,15-jan-24.pdf,,,,,,,$ 1 0.3,磅,其士,
3977,牛孖筋,金山,Beef,抄,巴,gejota,15-jan-24.pdf,,,,,,,$ 1 5.0,磅,其士,
3978,牛膀,金山,Beef,13kg,阿,frimesa,15-jan-24.pdf,,,,,,,$ 5.2,磅,其士,
3979,牛膀,金山,Beef,抄,巴,minerva,15-jan-24.pdf,,,,,,,$ 4.6,磅,其士,
3980,牛膀,金山,Beef,抄**,巴,quality beef,15-jan-24.pdf,,,,,,,$ 4.6,磅,其士,
3981,牛肚,金山,Beef,抄,澳,amh,15-jan-24.pdf,,,,,,,$ 7.0,磅,其士,
3982,牛小腸,金山,Beef,15kg,阿,frimesa,15-jan-24.pdf,,,,,,,$ 6.6,磅,其士,
3983,牛小腸,金山,Beef,10kg,阿,ifssa,15-jan-24.pdf,,,,,,,$ 6.6,磅,其士,
3984,牛大腸,金山,Beef,10kg,阿,ifssa,15-jan-24.pdf,,,,,,,$ 6.6,磅,其士,
3985,牛尾,金山,Beef,10kg,阿,frimesa,15-jan-24.pdf,,,,,,,$ 1 4.0,磅,其士,
3986,牛尾,金山,Beef,10kg,阿,excel,15-jan-24.pdf,,,,,,,$ 1 4.0,磅,其士,
3987,牛尾,金山,Beef,10kg,阿,bustos,15-jan-24.pdf,,,,,,,$ 1 4.0,磅,其士,
3988,牛尾,金山,Beef,抄,巴,plena,15-jan-24.pdf,,,,,,,$ 1 5.8,磅,其士,
3989,牛尾,金山,Beef,10kg*,阿,ifssa,15-jan-24.pdf,,,,,,,$ 1 4.0,磅,其士,
3990,牛尾,金山,Beef,抄,巴,boi brasil,15-jan-24.pdf,,,,,,,$ 1 7.0,磅,其士,
3991,牛舌,金山,Beef,抄,巴,boi brasil,15-jan-24.pdf,,,,,,,$ 1 2.5,磅,其士,
3992,牛舌,金山,Beef,抄,巴,gejota,15-jan-24.pdf,,,,,,,$ 9.0,磅,其士,
3993,牛舌,金山,Beef,抄,巴,gejota,15-jan-24.pdf,,,,,,,$ 8.0,磅,其士,
3994,牛舌,金山,Beef,抄,巴,barra mansa,15-jan-24.pdf,,,,,,,$ 9.5,磅,其士,
3995,牛舌,金山,Beef,抄,巴,mondelli,15-jan-24.pdf,,,,,,,$ 9.5,磅,其士,
3996,豬頸湯骨,金山,Pork,10kg,波,excel,15-jan-24.pdf,,,,,,,$ 4.1,磅,其士,
3997,波 豬脊骨 pl30251102,金山,Pork,20kg,波,,15-jan-24.pdf,,,,,,,$ 3.2,磅,其士,
3998,豬腩排條,金山,Pork,10kg,巴,aurora,15-jan-24.pdf,,,,,,,$ 1 1.5,磅,其士,
3999,羊仔肩捲肉,金山,Lamb,抄,澳,midfield,15-jan-24.pdf,網裝,,,,,,$ 3 0.0,磅,其士,
4000,羊仔肩捲肉,金山,Lamb,抄,紐,ovation,15-jan-24.pdf,網裝,,,,,,$ 3 0.0,磅,其士,
4001,羊仔肩捲肉,金山,Lamb,抄,紐,tk,15-jan-24.pdf,網裝,,,,,,$ 3 0.0,磅,其士,
4002,羊仔肩捲肉,金山,Lamb,抄,紐,bx,15-jan-24.pdf,網裝,,,,,,$ 3 0.0,磅,其士,
4003,羊仔肩捲肉,金山,Lamb,抄,紐,canterbury,15-jan-24.pdf,筒裝,,,,,,$ 3 0.0,磅,其士,
4004,羊仔肩捲肉,金山,Lamb,抄,紐,tk,15-jan-24.pdf,筒裝,,,,,,$ 3 0.0,磅,其士,
4005,羊仔肩有骨方切,金山,Lamb,抄,澳,midfield,15-jan-24.pdf,有骨,,,,,,$ 2 5.0,磅,其士,
4006,羊仔骨排,金山,Lamb,抄,澳,midfield,15-jan-24.pdf,方切,,,,,,$ 3 5.0,磅,其士,
4007,羊仔骨排,金山,Lamb,抄,澳,midfield,15-jan-24.pdf,單塊裝,,,,,,$ 1 04.0,磅,其士,
4008,20-22oz 法式8支骨 (綠彩袋),金山,,抄,紐,canterbury,15-jan-24.pdf,8支骨,,,,,,$ 1 04.0,磅,其士,
4009,羊仔骨排,金山,Lamb,抄,紐,silver fern,15-jan-24.pdf,8支骨,,,,,,$ 1 06.0,磅,其士,
4010,羊仔骨排,金山,Lamb,抄,紐,affco,15-jan-24.pdf,8支骨,,,,,,$ 9 3.0,磅,其士,
4011,羊仔骨排,金山,Lamb,抄,紐,affco,15-jan-24.pdf,8支骨,,,,,,$ 9 3.0,磅,其士,
4012,羊仔骨排,金山,Lamb,抄,紐,ovation,15-jan-24.pdf,8支骨,,,,,,$ 1 04.0,磅,其士,
4013,羊仔腩,金山,Lamb,抄,紐,ovation,15-jan-24.pdf,,,,,,,$ 3 8.0,磅,其士,
4014,羊t骨,金山,Lamb,抄,澳,midfield,15-jan-24.pdf,,,,,,,$ 2 2.0,磅,其士,
