Column1,productName,productTag,supplier,category,packing,origin,brand,effectivedate,spec1,spec2,spec3,spec4,spec5,spec6,price,weightUnit,warehouse,notes
3672,12KG ECD 大炸魚丸 21.00/磅 3KG x 4 約45克,,泰兴,,12kg,,,20/05/2024,,,,,,,21,kg,[],
3673,15 KG 龍城 雞比 180-200克 8.20/磅 12KG ECD 細炸魚丸 21.00/磅 3KG x 4,,泰兴,,12kg,,,20/05/2024,+200G,,,,,,21,kg,[],
3674,15 KG 中佳 雞比 180-200克 8.20/磅 12KG ECD 大尖魚條 21.00/磅 大約 每條 125克,,泰兴,,12kg,中國,,20/05/2024,+200G,,,,,,21,kg,[],
3675,15 KG 龍城 雞比 200-220克 8.20/磅 14.4KG ECD 白并蛋 600/合 300克 x48包,,泰兴,,,,,20/05/2024,+200G,+300G,4K+,,,,14.4,kg,[],
3676,15 KG 中佳 雞比 200-220克 8.20/磅 12KG ECD 白魚丸 21.00/磅 3KG x 4,,泰兴,,12kg,中國,,20/05/2024,+200G,,,,,,21,kg,[],
3677,15 KG 龍城 雞比 220-240克 8.20/磅 12KG ECD 炸魚片頭 20.00/磅 3KG x 4,,泰兴,,12kg,,,20/05/2024,220/240,,,,,,20,kg,[],
3678,15 KG 龍城 雞比 240-260克 8.00/磅 12KG ECD 花枝丸 22.00/磅 3KG x 4袋,,泰兴,,12kg,,,20/05/2024,240/260,,,,,,22,kg,[],
3679,15 KG 中佳 雞比 240-260克 8.00/磅 20LB ECD 魚蓉燒賣 10.30/磅 20包 X 1LB,,泰兴,,,中國,,20/05/2024,240/260,,,,,,10.3,kg,[],
3680,15 KG 中佳 雞比 260-280克 7.80/磅 18KG ECD 魚蓉燒賣 9.90/磅 3 KG X 6,,泰兴,,18kg,中國,,20/05/2024,260/280,,,,,,9.9,kg,[],
3681,15 KG 中佳 雞比 280-300克 7.80/磅 18KG ECD 雞肉 燒買 10.5/ 磅 3 KG X 6,,泰兴,,18kg,中國,,20/05/2024,+300G,280/300,,,,,10.5,kg,[],
3682,20LB ECD 雞肉 燒賣 11.00/磅 20包 X 1LB,,泰兴,,,,,20/05/2024,,,,,,,11,lb,[],
3683,30磅 寶鵰雞比 200-220克 7.50/磅 10磅 ECD 栗米墨魚餅 270/箱 2 LB X 5,,泰兴,,,墨西哥,,20/05/2024,+200G,,,,,,7.5,lb,[],
3684,30磅 寶鵰雞比 220-240克 7.50/磅 12KG ECD 大粒 墨魚丸 26.00/磅 3KG x 4 約45克,,泰兴,,12kg,墨西哥,,20/05/2024,220/240,,,,,,26,kg,[],
3685,30磅 寶鵰雞比 240-260克 7.50/磅 12KG 酥炸 鯪魚球 (3kg x4) 18.00/磅 12包X 1KG,,泰兴,,12kg,,,20/05/2024,240/260,,,,,,18,kg,[],
3686,30磅 寶鵰雞比 260-280克 7.50/磅 12KG ECD 魚腐 21 /磅,,泰兴,,12kg,,,20/05/2024,260/280,,,,,,7.5,kg,[],
3687,30磅 寶鵰雞比 280-310克 7.50/磅 12KG ECD 大粒 鯪魚球 25.00 /磅,,泰兴,,12kg,,,20/05/2024,,,,,,,25,kg,[],
3688,15KG Vaelob 阿根庭 牛根 6.00 /磅 P 2539 24包 ECD 豬柳漢堡 1.3 oz (每包6塊) 540/合,,泰兴,,15kg,阿根廷,,20/05/2024,,,,,,,1.3,kg,[],
3689,12KG Vaelob 阿根庭 牛栢葉(漂) 28 /磅 P 2539 易食啲,,泰兴,,12kg,阿根廷,,20/05/2024,,,,,,,,kg,[],
3690,3.4K 日本 CF 風味炸帶子 480/合,炸帶子,泰兴,PREMADE,,,,20/05/2024,4K+,,,,,,3.4,kg,[],
3691,12KG 上海大成 鹽酥雞粒 570 箱,鹽酥雞粒,泰兴,PREMADE,12kg,,,20/05/2024,,,,,,,,kg,[],
3692,3 KG x 4袋,,泰兴,,,,,20/05/2024,,,,,,,,kg,[],
3694,"15KG M 太陽牌鹹豬手 14.60/磅 1000-1200克 (每包20-22塊 , 每包1.25磅)",,泰兴,,15kg,,,20/05/2024,+200G,,,,,,1.25,kg,[],
3695,15KG L 太陽牌鹹豬手 14.60/磅 1200克上,,泰兴,,15kg,,,20/05/2024,+200G,,,,,,14.6,kg,[],
3696,15隻裝 (生) 冇骨鹹豬手 560/合 每隻600克,,泰兴,,,,,20/05/2024,,,,,,,,lb,[],
3697,15KG XS VT牌 鹹豬手 13.00/磅,,泰兴,,15kg,,,20/05/2024,,,,,,,13,kg,[],
3698,15KG S VT牌 鹹豬手 13.00/磅 800-1000克,,泰兴,,15kg,,,20/05/2024,,,,,,,13,kg,[],
3699,15KG M VT牌 鹹豬手 13.00/磅 1000-1200克,,泰兴,,15kg,,,20/05/2024,+200G,,,,,,13,kg,[],
3700,15KG L VT牌 鹹豬手 13.00/磅 1200克上,,泰兴,,15kg,,,20/05/2024,+200G,,,,,,13,kg,[],
3701,20 KG 輝煌 豬 梅肉 11.60/磅 Frimesa,豬梅肉,泰兴,PORK,,,FRIMESA,20/05/2024,,,,,,,11.6,kg,[],
3702,20KG 輝煌 豬 手 5.50/磅,,泰兴,,20kg,,,20/05/2024,,,,,,,5.5,kg,[],
3703,20 KG 輝煌 豬 後桐骨 4.50 /磅 Frimesa,,泰兴,,,,FRIMESA,20/05/2024,,,,,,,4.5,kg,[],
3704,25 KG 輝煌 豬 扒 8.60/磅 Frimesa,,泰兴,,,,FRIMESA,20/05/2024,,,,,,,8.6,kg,[],
3705,25 KG 輝煌 豬 後赤 10.00/磅 Frimesa,,泰兴,,,,FRIMESA,20/05/2024,,,,,,,10,kg,[],
3706,25 KG 輝煌 豬 肉眼 14.00/磅 Frimesa 24磅 旭日 太陽雞肉腸 12.00/磅 32包 x12oz,牛肉眼,泰兴,BEEF,,,FRIMESA,20/05/2024,,,,,,,12,kg,[],
3707,22KG  分包 肋排 12.00/磅 腸 蜜糖 迷你 栗米 熱狗粒 400 /箱 12小盒 x20粒,豬肋排,泰兴,PORK,22kg,,ALIBEM,20/05/2024,,,,,,,12,kg,[],
3708,22KG  餅裝肋排 12.50/磅 每箱12 磅 細 栗米 熱狗 6枝裝 400 /箱 12小盒 x 6枝,豬肋排,泰兴,PORK,22kg,,ALIBEM,20/05/2024,,,,,,,12.5,kg,[],
3709,20 KG  頸骨 4.00/磅,豬頸骨,泰兴,PORK,,,ALIBEM,20/05/2024,,,,,,,4,kg,[],
3710,10 KG Aurora 豬仔骨 10.00/磅,,泰兴,,,,AURORA,20/05/2024,,,,,,,10,kg,[],
3711,10 KG Aurora 豬大腸 9.80/磅,豬大腸,泰兴,PORK,,,AURORA,20/05/2024,,,,,,,9.8,kg,[],
3712,20KG 豬肉灌腸 ( 紅布腸) 30.00/KG 旭日牌 2x10K 裝,,泰兴,,10kg,,,20/05/2024,,,,,,,30,kg,[],
3713,10 KG 蜜糖 雞尾腸 2.5 kg x 4包 18.00/磅,,泰兴,,,,,26/06/2024,,,,,,,18,kg,[],
3714,10KG 片裝煙腩 Olympia 奧運牌 35 /磅 2 X 5KG,,泰兴,,10kg,,,26/06/2024,,,,,,,,kg,[],
3715,30KG 片裝煙腩(原箱) 奧運牌 35 /磅,,泰兴,,30kg,,,26/06/2024,,,,,,,,kg,[],
3716,60包裝 煙腩片(Olympia) 每包200克 1320/扎 2 x 30包,,泰兴,,,,,26/06/2024,+200G,,,,,,,lb,[],
3717,"20LB ""奧妙"" 片裝煙腩 19.00/磅 2磅 X10 包 ,抽空",,泰兴,,,,,26/06/2024,,,,,,,19,lb,[],
3718,10KG 黑椒 煙鴨胸 200-220克 34.00/KG ECD,,泰兴,,10kg,,,26/06/2024,+200G,,,,,,34,kg,[],
3719,72.75磅 飛馬火腿 ( 罐裝 ) 17.90/磅,火腿,泰兴,PREMADE,,,,26/06/2024,,,,,,,17.9,lb,[],
3720,"12 KG 力高 粟米 9.00 /磅  10磅 衛星2號火腿扒 17.70/磅 四片裝, 10包",粟米,泰兴,VEGETABLE,,,LIGO,26/06/2024,,,,,,,17.7,kg,[],
3721,12 KG 力高 青豆 9.30 /磅  20包 奧運牌 火腿片 275/合 每包340克,火腿,泰兴,PREMADE,,,LIGO,26/06/2024,,,,,,,9.3,kg,[],
3722,"27 LB 力高 幼直 1/4"" 8.50 /磅  11磅 衛星2號 條腿 18.00/磅",,泰兴,,,,LIGO,26/06/2024,直,,,,,,18,lb,[],
3723,30 LB 力高 粗直 10.00 /磅  20包 豬仔三文治腿片 220/合 227克,,泰兴,,,,LIGO,26/06/2024,直,,,,,,10,lb,[],
3724,"30 LB 力高 曲條 1/2"" (膠裝) 11.00 /磅  10磅 10片裝火腿 18.00/磅",火腿,泰兴,PREMADE,,,LIGO,26/06/2024,1/2,,,,,,18,lb,[],
3725,"10磅 衛星2號腿片 18.00/磅 10片裝, 10包",,泰兴,,,,,26/06/2024,,,,,,,18,lb,[],
3726,10磅 白盒腿片 15.80/磅,,泰兴,,,,,26/06/2024,,,,,,,15.8,lb,[],
3727,24包裝 400克方條火腿 (磚) 380/合 勝利寶,火腿,泰兴,PREMADE,,,,26/06/2024,,,,,,,,pc,[],
3728,16.9 LB Simplot 120's 大薯餅 330/合 10塊 x 12小盒 14.5KG 三文治火腿 16.90/磅 皇朝牌,火腿,泰兴,PREMADE,5kg,,,26/06/2024,,,,,,,16.9,kg,[],
3729,30LB Simplot 有味 有皮薯角 11.00 / 磅 20磅 火腿丸 23.40/磅 每包 2 磅,火腿,泰兴,PREMADE,30lb,,,26/06/2024,帶皮,,,,,,23.4,lb,[],
3730,30LB Simplot 原味 有皮薯角 11.00 / 磅,,泰兴,,30lb,,,26/06/2024,帶皮,,,,,,11,lb,[],
3731,27 LB Simplot 幼直 10.00/磅,,泰兴,,,,,26/06/2024,直,,,,,,10,lb,[],
3732,"30 LB Simplot 粗直 3/8"" 10.50/磅",,泰兴,,,,,26/06/2024,直,,,,,,10.5,lb,[],
3733,33.8 LB Simplot 240's 大薯餅 640/合 20 x 12 小合,,泰兴,,,,,26/06/2024,,,,,,,33.8,lb,[],
3734,30 LB Simplot 牛扒薯 10.50 / 磅,,泰兴,,,,,26/06/2024,,,,,,,10.5,lb,[],
3735,27 LB Simplot 辣味 薯格 12.50 /磅,,泰兴,,,,,26/06/2024,,,,,,,12.5,lb,[],
3737,18KG 大使 雞中亦 11.80/磅 P 2539,雞中翼,泰兴,CHICKEN,18kg,中國,DIPLOMATA,26/06/2024,,,,,,,11.8,kg,[],
3738,15 KG Super Frango 雞中亦 40克上 12.00/磅 P 3404,雞中翼,泰兴,CHICKEN,,中國,,26/06/2024,,,,,,,12,kg,[],
3739,12 KG 美國 M 雞扒 9.30/磅 Mountaire,雞扒,泰兴,CHICKEN,,美國,,26/06/2024,,,,,,,9.3,kg,[],
3740,30 LB 美國 M 雞比 6.40/磅 Mountaire ECD 16 小盒/ 箱 ECD 紅酒牛腩 250克 每箱HK$ 256,牛腩,泰兴,BEEF,,美國,,26/06/2024,,,,,,,6.4,kg,[],
3741,30 磅 Case Farm 珍寶雞比 6.40/磅 16 小盒/ 箱 ECD 咖哩牛腩 250克 每箱HK$ 256,牛腩,泰兴,BEEF,,,CASEFARM,26/06/2024,,,,,,,6.4,kg,[],
3742,15KG Super Frango 雞扒200克上 8.50/磅 16 小盒/ 箱 ECD 東坡肉 200克 每箱HK$ 256,雞扒,泰兴,CHICKEN,15kg,,,26/06/2024,+200G,,,,,,8.5,kg,[],
3743,12KG Avivar 雞扒 7.80/磅 2 KG X 6包 16 小盒/ 箱 ECD 梅菜扣肉 250克 每箱HK$ 256,雞扒,泰兴,CHICKEN,12kg,,,26/06/2024,,,,,,,7.8,kg,[],
3744,12KG  雞腳 40克上 4.20/磅 12 小盒/箱 ECD 冬瓜 鴨腿湯 600克 每箱HK$ 192,,泰兴,,12kg,,AURORA,26/06/2024,,,,,,,4.2,kg,[],
3745,16 小盒/ 箱 ECD 鎮江骨 200克 每箱HK$ 256,,泰兴,,,,,26/06/2024,+200G,,,,,,,kg,[],
3746,16 小盒/ 箱 ECD 栗子燜鴨 250克 每箱HK$ 256,,泰兴,,,,,26/06/2024,,,,,,,,kg,[],
3747,10 KG 中佳 中亦 50克上 22.50/ 磅 16 小盒/ 箱 ECD 魚香茄子 250克 每箱HK$ 256,雞中翼,泰兴,CHICKEN,,中國,,26/06/2024,,,,,,,22.5,kg,[],
3748,10 KG 中佳 IQF 小胸 16.80/KG * 12 小盒/箱 ECD 雲吞雞湯 600克 每箱HK$ 240,雞柳,泰兴,CHICKEN,,中國,,26/06/2024,,,,,,,16.8,kg,[],
3749,10 KG IQF 雞肝 10.00/磅,,泰兴,,,,,26/06/2024,,,,,,,10,kg,[],
3750,15 KG 中佳 雞扒 300克上 8.80/磅,雞扒,泰兴,CHICKEN,,中國,,26/06/2024,+300G,,,,,,8.8,kg,[],
3751,12KG 中佳 帶皮上比肉 7.60 /磅,,泰兴,,12kg,中國,,26/06/2024,帶皮,,,,,,7.6,kg,[],
3752,12KG 中佳 去皮上比肉 8.60/磅,,泰兴,,12kg,中國,,26/06/2024,去皮,,,,,,8.6,kg,[],
3753,15 KG 龍城 雞比 180-200克 8.00/磅 魚蛋 18 KG 台灣 花枝燕 21.00/磅 3KG x 4袋,,泰兴,,,,,26/06/2024,+200G,,,,,,21,kg,[],
3754,15 KG 龍城 雞比 200-220克 8.00/磅 18KG 台灣 香菇貢丸 26.50/磅 3KG x 6袋,,泰兴,,18kg,,,26/06/2024,+200G,,,,,,26.5,kg,[],
3755,15 KG 龍城 雞比 220-240克 8.30/磅 50包 御鮑片 300g x 25包 x 2扎 1000/扎,,泰兴,,,,,26/06/2024,+300G,220/240,,,,,8.3,kg,[],
3756,12KG ECD 大炸魚丸 21.00/磅 3KG x 4 約45克,,泰兴,,12kg,,,26/06/2024,,,,,,,21,kg,[],
3757,30磅 寶鵰雞比 200-220克 7.50/磅 12KG ECD 細炸魚丸 21.00/磅 3KG x 4,,泰兴,,12kg,,,26/06/2024,+200G,,,,,,21,kg,[],
3758,30磅 寶鵰雞比 220-240克 7.50/磅 12KG ECD 大尖魚條 21.00/磅 大約 每條 125克,,泰兴,,12kg,,,26/06/2024,220/240,,,,,,21,kg,[],
3759,14.4KG ECD 白并蛋 600/合 300克 x48包,,泰兴,,,,,26/06/2024,+300G,4K+,,,,,14.4,kg,[],
3760,12KG ECD 白魚丸 21.00/磅 3KG x 4,,泰兴,,12kg,,,26/06/2024,,,,,,,21,kg,[],
3761,12KG ECD 炸魚片頭 20.00/磅 3KG x 4,,泰兴,,12kg,,,26/06/2024,,,,,,,20,kg,[],
3762,12KG ECD 花枝丸 22.00/磅 3KG x 4袋,,泰兴,,12kg,,,26/06/2024,,,,,,,22,kg,[],
3763,20LB ECD 魚蓉燒賣 10.30/磅 20包 X 1LB,,泰兴,,,,,26/06/2024,,,,,,,10.3,lb,[],
3764,18KG ECD 魚蓉燒賣 9.90/磅 3 KG X 6,,泰兴,,18kg,,,26/06/2024,,,,,,,9.9,kg,[],
3765,15KG Vaelob 阿根庭 牛根 6.00 /磅 P 2539 10磅 ECD 栗米墨魚餅 270/箱 2 LB X 5,,泰兴,,15kg,阿根廷,,26/06/2024,,,,,,,6,kg,[],
3766,12KG Vaelob 阿根庭 牛栢葉(漂) 28 /磅 P 2539 12KG ECD 大粒 墨魚丸 26.00/磅 3KG x 4 約45克,,泰兴,,12kg,阿根廷,,26/06/2024,,,,,,,26,kg,[],
3767,"12KG 上海大成 鹽酥雞粒 570 箱 什 15 KG (原味) 雞寶 , 每粒約22克 370/合 2.5 KG X 6包",鹽酥雞粒,泰兴,PREMADE,12kg,,,26/06/2024,,,,,,,2.5,kg,[],
3768,3 KG x 4袋 2.4kg x4袋 上海大成 麥香雞 (漢堡) 370/合 4 x 50塊,,泰兴,,,,,26/06/2024,4K+,,,,,,2.4,kg,[],
3769,10KG 台式 鹽酥雞 500克 x 20包 480箱,鹽酥雞粒,泰兴,PREMADE,10kg,,,26/06/2024,,,,,,,,kg,[],
3770,"8 KG 日式""真打""烏冬 (5個x200克) 紅色 160/合 1kg x 8",,泰兴,,,,,26/06/2024,+200G,,,,,,,kg,[],
3771,3.4K 日本 CF 風味炸帶子 480/合,炸帶子,泰兴,PREMADE,,,,26/06/2024,4K+,,,,,,3.4,kg,[],
3773,18KG 大使 雞中亦 11.80/磅 P 2539,雞中翼,泰兴,CHICKEN,18kg,中國,DIPLOMATA,26/06/2024,,,,,,,11.8,kg,[],
3774,15 KG Super Frango 雞中亦 40克上 12.00/磅 P 3404,雞中翼,泰兴,CHICKEN,,中國,,26/06/2024,,,,,,,12,kg,[],
3775,12 KG 美國 M 雞扒 9.30/磅 Mountaire,雞扒,泰兴,CHICKEN,,美國,,26/06/2024,,,,,,,9.3,kg,[],
3776,30 LB 美國 M 雞比 6.40/磅 Mountaire ECD 16 小盒/ 箱 ECD 紅酒牛腩 250克 每箱HK$ 256,牛腩,泰兴,BEEF,,美國,,26/06/2024,,,,,,,6.4,kg,[],
3777,30 磅 Case Farm 珍寶雞比 6.40/磅 16 小盒/ 箱 ECD 咖哩牛腩 250克 每箱HK$ 256,牛腩,泰兴,BEEF,,,CASEFARM,26/06/2024,,,,,,,6.4,kg,[],
3778,15KG Super Frango 雞扒200克上 8.50/磅 16 小盒/ 箱 ECD 東坡肉 200克 每箱HK$ 256,雞扒,泰兴,CHICKEN,15kg,,,26/06/2024,+200G,,,,,,8.5,kg,[],
3779,12KG Avivar 雞扒 7.80/磅 2 KG X 6包 16 小盒/ 箱 ECD 梅菜扣肉 250克 每箱HK$ 256,雞扒,泰兴,CHICKEN,12kg,,,26/06/2024,,,,,,,7.8,kg,[],
3780,12KG  雞腳 40克上 4.20/磅 12 小盒/箱 ECD 冬瓜 鴨腿湯 600克 每箱HK$ 192,,泰兴,,12kg,,AURORA,26/06/2024,,,,,,,4.2,kg,[],
3781,16 小盒/ 箱 ECD 鎮江骨 200克 每箱HK$ 256,,泰兴,,,,,26/06/2024,+200G,,,,,,,kg,[],
3782,16 小盒/ 箱 ECD 栗子燜鴨 250克 每箱HK$ 256,,泰兴,,,,,26/06/2024,,,,,,,,kg,[],
3783,10 KG 中佳 中亦 50克上 22.50/ 磅 16 小盒/ 箱 ECD 魚香茄子 250克 每箱HK$ 256,雞中翼,泰兴,CHICKEN,,中國,,26/06/2024,,,,,,,22.5,kg,[],
3784,10 KG 中佳 IQF 小胸 16.80/KG * 12 小盒/箱 ECD 雲吞雞湯 600克 每箱HK$ 240,雞柳,泰兴,CHICKEN,,中國,,26/06/2024,,,,,,,16.8,kg,[],
3785,10 KG IQF 雞肝 10.00/磅,,泰兴,,,,,26/06/2024,,,,,,,10,kg,[],
3786,15 KG 中佳 雞扒 300克上 8.80/磅,雞扒,泰兴,CHICKEN,,中國,,26/06/2024,+300G,,,,,,8.8,kg,[],
3787,12KG 中佳 帶皮上比肉 7.60 /磅,,泰兴,,12kg,中國,,26/06/2024,帶皮,,,,,,7.6,kg,[],
3788,12KG 中佳 去皮上比肉 8.60/磅,,泰兴,,12kg,中國,,26/06/2024,去皮,,,,,,8.6,kg,[],
3789,15 KG 龍城 雞比 180-200克 8.00/磅 魚蛋 18 KG 台灣 花枝燕 21.00/磅 3KG x 4袋,,泰兴,,,,,26/06/2024,+200G,,,,,,21,kg,[],
3790,15 KG 龍城 雞比 200-220克 8.00/磅 18KG 台灣 香菇貢丸 26.50/磅 3KG x 6袋,,泰兴,,18kg,,,26/06/2024,+200G,,,,,,26.5,kg,[],
3791,15 KG 龍城 雞比 220-240克 8.30/磅 50包 御鮑片 300g x 25包 x 2扎 1000/扎,,泰兴,,,,,26/06/2024,+300G,220/240,,,,,8.3,kg,[],
3792,12KG ECD 大炸魚丸 21.00/磅 3KG x 4 約45克,,泰兴,,12kg,,,26/06/2024,,,,,,,21,kg,[],
3793,30磅 寶鵰雞比 200-220克 7.50/磅 12KG ECD 細炸魚丸 21.00/磅 3KG x 4,,泰兴,,12kg,,,26/06/2024,+200G,,,,,,21,kg,[],
3794,30磅 寶鵰雞比 220-240克 7.50/磅 12KG ECD 大尖魚條 21.00/磅 大約 每條 125克,,泰兴,,12kg,,,26/06/2024,220/240,,,,,,21,kg,[],
3795,14.4KG ECD 白并蛋 600/合 300克 x48包,,泰兴,,,,,26/06/2024,+300G,4K+,,,,,14.4,kg,[],
3796,12KG ECD 白魚丸 21.00/磅 3KG x 4,,泰兴,,12kg,,,26/06/2024,,,,,,,21,kg,[],
3797,12KG ECD 炸魚片頭 20.00/磅 3KG x 4,,泰兴,,12kg,,,26/06/2024,,,,,,,20,kg,[],
3798,12KG ECD 花枝丸 22.00/磅 3KG x 4袋,,泰兴,,12kg,,,26/06/2024,,,,,,,22,kg,[],
3799,20LB ECD 魚蓉燒賣 10.30/磅 20包 X 1LB,,泰兴,,,,,26/06/2024,,,,,,,10.3,lb,[],
3800,18KG ECD 魚蓉燒賣 9.90/磅 3 KG X 6,,泰兴,,18kg,,,26/06/2024,,,,,,,9.9,kg,[],
3801,15KG Vaelob 阿根庭 牛根 6.00 /磅 P 2539 10磅 ECD 栗米墨魚餅 270/箱 2 LB X 5,,泰兴,,15kg,阿根廷,,26/06/2024,,,,,,,6,kg,[],
3802,12KG Vaelob 阿根庭 牛栢葉(漂) 28 /磅 P 2539 12KG ECD 大粒 墨魚丸 26.00/磅 3KG x 4 約45克,,泰兴,,12kg,阿根廷,,26/06/2024,,,,,,,26,kg,[],
3803,"12KG 上海大成 鹽酥雞粒 570 箱 什 15 KG (原味) 雞寶 , 每粒約22克 370/合 2.5 KG X 6包",鹽酥雞粒,泰兴,PREMADE,12kg,,,26/06/2024,,,,,,,2.5,kg,[],
3804,3 KG x 4袋 2.4kg x4袋 上海大成 麥香雞 (漢堡) 370/合 4 x 50塊,,泰兴,,,,,26/06/2024,4K+,,,,,,2.4,kg,[],
3805,10KG 台式 鹽酥雞 500克 x 20包 480箱,鹽酥雞粒,泰兴,PREMADE,10kg,,,26/06/2024,,,,,,,,kg,[],
3806,"8 KG 日式""真打""烏冬 (5個x200克) 紅色 160/合 1kg x 8",,泰兴,,,,,26/06/2024,+200G,,,,,,,kg,[],
3808,"15KG M 太陽牌鹹豬手 14.60/磅 1000-1200克 (每包20-22塊 , 每包1.25磅)",,泰兴,,15kg,,,26/06/2024,+200G,,,,,,1.25,kg,[],
3809,15KG L 太陽牌鹹豬手 14.60/磅 1200克上,,泰兴,,15kg,,,26/06/2024,+200G,,,,,,14.6,kg,[],
3810,15隻裝 (生) 冇骨鹹豬手 560/合 每隻600克,,泰兴,,,,,26/06/2024,,,,,,,,lb,[],
3811,16 KG 輝煌 大腸 8.80/磅 Frimesa,豬大腸,泰兴,PORK,,,FRIMESA,26/06/2024,,,,,,,8.8,kg,[],
3812,20 KG 輝煌 豬 梅肉 12.00/磅 Frimesa,豬梅肉,泰兴,PORK,,,FRIMESA,26/06/2024,,,,,,,12,kg,[],
3813,20KG 輝煌 豬 手 6.00/磅,,泰兴,,20kg,,,26/06/2024,,,,,,,6,kg,[],
3814,20 KG 輝煌 豬 後桐骨 4.50 /磅 Frimesa,,泰兴,,,,FRIMESA,26/06/2024,,,,,,,4.5,kg,[],
3815,25 KG 輝煌 豬 扒 10.00/磅 Frimesa,,泰兴,,,,FRIMESA,26/06/2024,,,,,,,10,kg,[],
3816,25 KG 輝煌 豬 後赤 11.00/磅 Frimesa,,泰兴,,,,FRIMESA,26/06/2024,,,,,,,11,kg,[],
3817,25 KG 輝煌 豬 肉眼 16.00/磅 Frimesa,牛肉眼,泰兴,BEEF,,,FRIMESA,26/06/2024,,,,,,,16,kg,[],
3818,18 KG 輝煌 豬 脷 7.50/磅 Frimesa,,泰兴,,,,FRIMESA,26/06/2024,,,,,,,7.5,kg,[],
3819,24磅 旭日 太陽雞肉腸 12.00/磅 32包 x12oz,,泰兴,,,,,26/06/2024,,,,,,,12,lb,[],
3820,20 KG 輝煌 豬 肋排 12.00/磅 24 磅 勝利寶牌 高級雞肉腸 12.00/磅 32包 x12oz,豬肋排,泰兴,PORK,,,,26/06/2024,,,,,,,12,kg,[],
3821,22KG  分包 肋排 12.00/磅,豬肋排,泰兴,PORK,22kg,,ALIBEM,26/06/2024,,,,,,,12,kg,[],
3822,22KG  餅裝肋排 12.50/磅,豬肋排,泰兴,PORK,22kg,,ALIBEM,26/06/2024,,,,,,,12.5,kg,[],
3823,25KG  肋排 13.00/磅 Foster Farms,豬肋排,泰兴,PORK,25kg,,AURORA,26/06/2024,,,,,,,13,kg,[],
3824,20 KG  頸骨 4.00/磅 腸 蜜糖 迷你 栗米 熱狗粒 400 /箱 12小盒 x20粒,豬頸骨,泰兴,PORK,,,ALIBEM,26/06/2024,,,,,,,4,kg,[],
3825,10 KG Aurora 豬仔骨 10.50/磅,,泰兴,,,,AURORA,26/06/2024,,,,,,,10.5,kg,[],
3826,10 KG Aurora 豬大腸 8.50/磅,豬大腸,泰兴,PORK,,,AURORA,26/06/2024,,,,,,,8.5,kg,[],
3827,20KG 豬肉灌腸 ( 紅布腸) 30.00/KG 旭日牌 2x10K 裝,,泰兴,,10kg,,,26/06/2024,,,,,,,30,kg,[],
3828,10KG 片裝煙腩 Olympia 奧運牌 35 /磅 2 X 5KG,,泰兴,,10kg,,,26/06/2024,,,,,,,,kg,[],
3829,30KG 片裝煙腩(原箱) 奧運牌 35 /磅,,泰兴,,30kg,,,26/06/2024,,,,,,,,kg,[],
3830,60包裝 煙腩片(Olympia) 每包200克 1320/扎 2 x 30包,,泰兴,,,,,26/06/2024,+200G,,,,,,,lb,[],
3831,"20LB ""奧妙"" 片裝煙腩 19.00/磅 2磅 X10 包 ,抽空",,泰兴,,,,,26/06/2024,,,,,,,19,lb,[],
3832,10KG 黑椒 煙鴨胸 200-220克 34.00/KG ECD,,泰兴,,10kg,,,26/06/2024,+200G,,,,,,34,kg,[],
3833,72.75磅 飛馬火腿 ( 罐裝 ) 17.90/磅,火腿,泰兴,PREMADE,,,,26/06/2024,,,,,,,17.9,lb,[],
3834,"12 KG 力高 粟米 9.00 /磅  10磅 衛星2號火腿扒 17.70/磅 四片裝, 10包",粟米,泰兴,VEGETABLE,,,LIGO,26/06/2024,,,,,,,17.7,kg,[],
3835,12 KG 力高 青豆 9.30 /磅  20包 奧運牌 火腿片 275/合 每包340克,火腿,泰兴,PREMADE,,,LIGO,26/06/2024,,,,,,,9.3,kg,[],
3836,11磅 衛星2號 條腿 18.00/磅,,泰兴,,,,,26/06/2024,,,,,,,18,lb,[],
3837,20包 豬仔三文治腿片 220/合 227克,,泰兴,,,,,26/06/2024,,,,,,,,pc,[],
3838,16.9 LB Simplot 120's 大薯餅 330/合 10塊 x 12小盒 10磅 10片裝火腿 18.00/磅,火腿,泰兴,PREMADE,,,,03/06/2024,,,,,,,18,lb,[],
3839,"30LB Simplot 兩安士 三角薯餅 360/箱 10磅 衛星2號腿片 18.00/磅 10片裝, 10包",肩胛肥牛肉,泰兴,BEEF,30lb,,,03/06/2024,,,,,,,18,lb,[],
3840,27 LB Simplot 幼直 10.00/磅 24包裝 400克方條火腿 (磚) 380/合 勝利寶,火腿,泰兴,PREMADE,,,,03/06/2024,直,,,,,,10,lb,[],
3841,33.8 LB Simplot 240's 大薯餅 640/合 20 x 12 小合 14.5KG 三文治火腿 16.90/磅 皇朝牌,火腿,泰兴,PREMADE,5kg,,,03/06/2024,,,,,,,16.9,kg,[],
3842,30 LB Simplot 牛扒薯 10.50 / 磅 20磅 火腿肉 13.30/磅,火腿,泰兴,PREMADE,,,,03/06/2024,,,,,,,13.3,lb,[],
3843,27 LB Simplot 辣味 薯格 12.50 /磅 20磅 火腿丸 23.40/磅 每包 2 磅,火腿,泰兴,PREMADE,,,,03/06/2024,,,,,,,23.4,lb,[],
