Column1,productName,productTag,supplier,category,packing,origin,brand,effectivedate,spec1,spec2,spec3,spec4,spec5,spec6,price,weightUnit,warehouse,notes
1,12 KG 美國 M 雞扒 10.60/磅 Mountaire,雞扒,泰兴,CHICKEN,,美國,,14/10/2024,,,,,,,10.6,kg,[],
2,30 磅 Case Farm 珍寶雞比 7.20/磅,,泰兴,,,,CASEFARM,14/10/2024,,,,,,,7.2,lb,[],
3,12 KG Super Frango 雞扒200克上 7.50/磅,雞扒,泰兴,CHICKEN,,,,14/10/2024,+200G,,,,,,7.5,kg,[],
4,12KG  雞腳 40克上 4.60/磅,,泰兴,,12kg,,AURORA,14/10/2024,,,,,,,4.6,kg,[],
5,12 KG Aurora 帶皮雞扒 7.80/磅 16 小盒/ 箱 ECD 梅菜扣肉 250克 每箱HK$ 256,雞扒,泰兴,CHICKEN,,,AURORA,14/10/2024,帶皮,,,,,,7.8,kg,[],
6,15 KG Aurora 雞全亦 100克上 9.80/磅 12 小盒/箱 ECD 冬瓜 鴨腿湯 600克 每箱HK$ 192,,泰兴,,,,AURORA,14/10/2024,,,,,,,9.8,kg,[],
7,18 KG 大使中亦 16.00/磅 12 小盒/箱 ECD 蟲草花 鴨腿湯 600克 每箱HK$ 192,雞中翼,泰兴,CHICKEN,,中國,DIPLOMATA,14/10/2024,,,,,,,16,kg,[],
8,15 KG Frango Rico 雞中亦 16.50/磅 16 小盒/ 箱 ECD 鎮江骨 200克 每箱HK$ 256,雞中翼,泰兴,CHICKEN,,中國,,14/10/2024,+200G,,,,,,16.5,kg,[],
9,10 KG IQF 雞肝 10.00/磅 16 小盒/ 箱 ECD 栗子燜鴨 250克 每箱HK$ 256,,泰兴,,,,,14/10/2024,,,,,,,10,kg,[],
10,10 KG 中佳 中亦 50克上 22.50/ 磅 16 小盒/ 箱 ECD 魚香茄子 250克 每箱HK$ 256,雞中翼,泰兴,CHICKEN,,中國,,14/10/2024,,,,,,,22.5,kg,[],
11,10 KG 中佳 IQF 小胸 16.80/KG 12 小盒/箱 ECD 雲吞雞湯 600克 每箱HK$ 240,雞柳,泰兴,CHICKEN,,中國,,14/10/2024,,,,,,,16.8,kg,[],
12,15 KG 龍城 雞扒 300克上 8.00/磅 12 小盒/箱 ECD 順德魚茸羹 每箱HK$ 216,雞扒,泰兴,CHICKEN,,德國,,14/10/2024,+300G,,,,,,8,kg,[],
13,12 KG 龍城 去皮大雞胸 15.50/KG,雞大胸,泰兴,CHICKEN,,,,14/10/2024,去皮,,,,,,15.5,kg,[],
14,12KG 中佳 去皮上比肉 8.60/磅,,泰兴,,12kg,中國,,14/10/2024,去皮,,,,,,8.6,kg,[],
15,12KG 中佳 帶皮上比肉 7.20/磅,,泰兴,,12kg,中國,,14/10/2024,帶皮,,,,,,7.2,kg,[],
16,12KG 龍城 帶皮上比肉 7.20/磅,,泰兴,,12kg,,,14/10/2024,帶皮,,,,,,7.2,kg,[],
17,15 KG 龍城 雞比 220-240克 8.20/磅,,泰兴,,,,,14/10/2024,220/240,,,,,,8.2,kg,[],
18,15 KG 龍城 雞比 280-300克 7.80/磅,,泰兴,,,,,14/10/2024,+300G,280/300,,,,,7.8,kg,[],
19,30磅 寶鵰雞比 220-240克 7.50/磅,,泰兴,,,,,14/10/2024,220/240,,,,,,7.5,lb,[],
20,30磅 寶鵰雞比 240-260克 7.50/磅,,泰兴,,,,,14/10/2024,240/260,,,,,,7.5,lb,[],
21,30磅 寶鵰雞比 260-280克 7.50/磅,,泰兴,,,,,14/10/2024,260/280,,,,,,7.5,lb,[],
22,30磅 寶鵰雞比 280-310克 7.50/磅 魚蛋 18 KG 台灣 花枝燕 21.00/磅 3KG x 4袋,,泰兴,,,,,14/10/2024,,,,,,,21,kg,[],
23,18KG 台灣 香菇貢丸 26.50/磅 3KG x 6袋,,泰兴,,18kg,,,14/10/2024,,,,,,,26.5,kg,[],
24,50包 御鮑片 300g x 25包 x 2扎 1000/扎,,泰兴,,,,,14/10/2024,+300G,,,,,,,pc,[],
25,12KG ECD 大炸魚丸 21.00/磅 3KG x 4 約45克,,泰兴,,12kg,,,14/10/2024,,,,,,,21,kg,[],
26,12KG Vaelob 阿根庭 牛栢葉(漂) 28 /磅 P 2539 12KG ECD 大尖魚條 21.00/磅 大約 每條 125克,,泰兴,,12kg,阿根廷,,14/10/2024,,,,,,,21,kg,[],
27,18KG ECD 雞肉 燒買 10.5/ 磅 3 KG X 6,,泰兴,,18kg,,,14/10/2024,,,,,,,10.5,kg,[],
28,12KG 酥炸 鯪魚球 (3kg x4) 18.00/磅 12包X 1KG,,泰兴,,12kg,,,14/10/2024,,,,,,,18,kg,[],
29,12KG ECD 魚腐 21 /磅,,泰兴,,12kg,,,14/10/2024,,,,,,,,kg,[],
30,12KG ECD 大粒 鯪魚球 25.00 /磅,,泰兴,,12kg,,,14/10/2024,,,,,,,25,kg,[],
31,24包 ECD 豬柳漢堡 1 oz (每包6塊) 470/合,,泰兴,,,,,14/10/2024,,,,,,,,pc,[],
32,24包 ECD 豬柳漢堡 1.3 oz (每包6塊) 540/合,,泰兴,,,,,14/10/2024,,,,,,,1.3,pc,[],
33,2.4kg x4袋 上海大成 麥香雞 (漢堡) 370/合 4 x 50塊,,泰兴,,,,,14/10/2024,4K+,,,,,,2.4,kg,[],
34,12KG 上海大成 鹽酥雞粒 570 箱 奧運牌 100塊 1 oz 豬柳漢堡 175/合 中國,鹽酥雞粒,泰兴,PREMADE,12kg,中國,,14/10/2024,,,,,,,,kg,[],
35,3 KG x 4袋,,泰兴,,,,,14/10/2024,,,,,,,,kg,[],
36,"10KG 台式 鹽酥雞 500克 x 20包 480箱 8 KG 日式""真打""烏冬 (5個x200克) 紅色 160/合 1kg x 8",鹽酥雞粒,泰兴,PREMADE,10kg,,,14/10/2024,+200G,,,,,,,kg,[],
37,3.4K 日本 CF 風味炸帶子 480/合,炸帶子,泰兴,PREMADE,,,,14/10/2024,4K+,,,,,,3.4,kg,[],
39,12 KG 美國 M 雞扒 10.60/磅 Mountaire,雞扒,泰兴,CHICKEN,,美國,,14/10/2024,,,,,,,10.6,kg,[],
40,30 磅 Case Farm 珍寶雞比 7.20/磅,,泰兴,,,,CASEFARM,14/10/2024,,,,,,,7.2,lb,[],
41,12 KG Super Frango 雞扒200克上 7.50/磅,雞扒,泰兴,CHICKEN,,,,14/10/2024,+200G,,,,,,7.5,kg,[],
42,12KG  雞腳 40克上 4.60/磅,,泰兴,,12kg,,AURORA,14/10/2024,,,,,,,4.6,kg,[],
43,12 KG Aurora 帶皮雞扒 7.80/磅 16 小盒/ 箱 ECD 梅菜扣肉 250克 每箱HK$ 256,雞扒,泰兴,CHICKEN,,,AURORA,14/10/2024,帶皮,,,,,,7.8,kg,[],
44,15 KG Aurora 雞全亦 100克上 9.80/磅 12 小盒/箱 ECD 冬瓜 鴨腿湯 600克 每箱HK$ 192,,泰兴,,,,AURORA,14/10/2024,,,,,,,9.8,kg,[],
45,18 KG 大使中亦 16.00/磅 12 小盒/箱 ECD 蟲草花 鴨腿湯 600克 每箱HK$ 192,雞中翼,泰兴,CHICKEN,,中國,DIPLOMATA,14/10/2024,,,,,,,16,kg,[],
46,15 KG Frango Rico 雞中亦 16.50/磅 16 小盒/ 箱 ECD 鎮江骨 200克 每箱HK$ 256,雞中翼,泰兴,CHICKEN,,中國,,14/10/2024,+200G,,,,,,16.5,kg,[],
47,10 KG IQF 雞肝 10.00/磅 16 小盒/ 箱 ECD 栗子燜鴨 250克 每箱HK$ 256,,泰兴,,,,,14/10/2024,,,,,,,10,kg,[],
48,10 KG 中佳 中亦 50克上 22.50/ 磅 16 小盒/ 箱 ECD 魚香茄子 250克 每箱HK$ 256,雞中翼,泰兴,CHICKEN,,中國,,14/10/2024,,,,,,,22.5,kg,[],
49,10 KG 中佳 IQF 小胸 16.80/KG 12 小盒/箱 ECD 雲吞雞湯 600克 每箱HK$ 240,雞柳,泰兴,CHICKEN,,中國,,14/10/2024,,,,,,,16.8,kg,[],
50,15 KG 龍城 雞扒 300克上 8.00/磅 12 小盒/箱 ECD 順德魚茸羹 每箱HK$ 216,雞扒,泰兴,CHICKEN,,德國,,14/10/2024,+300G,,,,,,8,kg,[],
51,12 KG 龍城 去皮大雞胸 15.50/KG,雞大胸,泰兴,CHICKEN,,,,14/10/2024,去皮,,,,,,15.5,kg,[],
52,12KG 中佳 去皮上比肉 8.60/磅,,泰兴,,12kg,中國,,14/10/2024,去皮,,,,,,8.6,kg,[],
53,12KG 中佳 帶皮上比肉 7.20/磅,,泰兴,,12kg,中國,,14/10/2024,帶皮,,,,,,7.2,kg,[],
54,12KG 龍城 帶皮上比肉 7.20/磅,,泰兴,,12kg,,,14/10/2024,帶皮,,,,,,7.2,kg,[],
55,15 KG 龍城 雞比 220-240克 8.20/磅,,泰兴,,,,,14/10/2024,220/240,,,,,,8.2,kg,[],
56,15 KG 龍城 雞比 280-300克 7.80/磅,,泰兴,,,,,14/10/2024,+300G,280/300,,,,,7.8,kg,[],
57,30磅 寶鵰雞比 220-240克 7.50/磅,,泰兴,,,,,14/10/2024,220/240,,,,,,7.5,lb,[],
58,30磅 寶鵰雞比 240-260克 7.50/磅,,泰兴,,,,,14/10/2024,240/260,,,,,,7.5,lb,[],
59,30磅 寶鵰雞比 260-280克 7.50/磅,,泰兴,,,,,14/10/2024,260/280,,,,,,7.5,lb,[],
60,30磅 寶鵰雞比 280-310克 7.50/磅 魚蛋 18 KG 台灣 花枝燕 21.00/磅 3KG x 4袋,,泰兴,,,,,14/10/2024,,,,,,,21,kg,[],
61,18KG 台灣 香菇貢丸 26.50/磅 3KG x 6袋,,泰兴,,18kg,,,14/10/2024,,,,,,,26.5,kg,[],
62,50包 御鮑片 300g x 25包 x 2扎 1000/扎,,泰兴,,,,,14/10/2024,+300G,,,,,,,pc,[],
63,12KG ECD 大炸魚丸 21.00/磅 3KG x 4 約45克,,泰兴,,12kg,,,14/10/2024,,,,,,,21,kg,[],
64,12KG Vaelob 阿根庭 牛栢葉(漂) 28 /磅 P 2539 12KG ECD 大尖魚條 21.00/磅 大約 每條 125克,,泰兴,,12kg,阿根廷,,14/10/2024,,,,,,,21,kg,[],
65,18KG ECD 雞肉 燒買 10.5/ 磅 3 KG X 6,,泰兴,,18kg,,,14/10/2024,,,,,,,10.5,kg,[],
66,12KG 酥炸 鯪魚球 (3kg x4) 18.00/磅 12包X 1KG,,泰兴,,12kg,,,14/10/2024,,,,,,,18,kg,[],
67,12KG ECD 魚腐 21 /磅,,泰兴,,12kg,,,14/10/2024,,,,,,,,kg,[],
68,12KG ECD 大粒 鯪魚球 25.00 /磅,,泰兴,,12kg,,,14/10/2024,,,,,,,25,kg,[],
69,24包 ECD 豬柳漢堡 1 oz (每包6塊) 470/合,,泰兴,,,,,14/10/2024,,,,,,,,pc,[],
70,24包 ECD 豬柳漢堡 1.3 oz (每包6塊) 540/合,,泰兴,,,,,14/10/2024,,,,,,,1.3,pc,[],
71,2.4kg x4袋 上海大成 麥香雞 (漢堡) 370/合 4 x 50塊,,泰兴,,,,,14/10/2024,4K+,,,,,,2.4,kg,[],
72,12KG 上海大成 鹽酥雞粒 570 箱 奧運牌 100塊 1 oz 豬柳漢堡 175/合 中國,鹽酥雞粒,泰兴,PREMADE,12kg,中國,,14/10/2024,,,,,,,,kg,[],
73,3 KG x 4袋,,泰兴,,,,,14/10/2024,,,,,,,,kg,[],
74,"10KG 台式 鹽酥雞 500克 x 20包 480箱 8 KG 日式""真打""烏冬 (5個x200克) 紅色 160/合 1kg x 8",鹽酥雞粒,泰兴,PREMADE,10kg,,,14/10/2024,+200G,,,,,,,kg,[],
76,"15KG M 太陽牌鹹豬手 16.60/磅 1000-1200克 (每包20-22塊 , 每包1.25磅)",,泰兴,,15kg,,,14/10/2024,+200G,,,,,,1.25,kg,[],
77,15KG L 太陽牌鹹豬手 16.60/磅 1200克上,,泰兴,,15kg,,,14/10/2024,+200G,,,,,,16.6,kg,[],
78,15隻裝 (生) 冇骨鹹豬手 560/合 每隻600克,,泰兴,,,,,14/10/2024,,,,,,,,lb,[],
79,15KG XS VT牌 鹹豬手 14.00/磅,,泰兴,,15kg,,,14/10/2024,,,,,,,14,kg,[],
80,15KG S VT牌 鹹豬手 14.00/磅 800-1000克,,泰兴,,15kg,,,14/10/2024,,,,,,,14,kg,[],
81,15KG M VT牌 鹹豬手 14.00/磅 1000-1200克,,泰兴,,15kg,,,14/10/2024,+200G,,,,,,14,kg,[],
82,15KG L VT牌 鹹豬手 14.00/磅 1200克上,,泰兴,,15kg,,,14/10/2024,+200G,,,,,,14,kg,[],
83,18 KG 輝煌 豬 脷 7.50/磅 Frimesa,,泰兴,,,,FRIMESA,14/10/2024,,,,,,,7.5,kg,[],
84,20 KG 輝煌 豬腳 4.80/磅,,泰兴,,,,,14/10/2024,,,,,,,4.8,kg,[],
85,20KG 輝煌 豬 手 5.50/磅,,泰兴,,20kg,,,14/10/2024,,,,,,,5.5,kg,[],
86,20 KG 輝煌 豬 後桐骨 2.00 /磅 Frimesa,,泰兴,,,,FRIMESA,14/10/2024,,,,,,,2,kg,[],
87,25 KG 輝煌 豬 肉眼 12.50/磅 Frimesa,牛肉眼,泰兴,BEEF,,,FRIMESA,14/10/2024,,,,,,,12.5,kg,[],
88,15 KG 輝煌 豬 耳 13.00/磅,,泰兴,,,,,14/10/2024,,,,,,,13,kg,[],
89,18KG 輝煌 豬 肚 11.50/磅,,泰兴,,18kg,,,14/10/2024,,,,,,,11.5,kg,[],
90,25 KG 輝煌 豬 後赤 10.00/磅 Frimesa 24磅 旭日 太陽雞肉腸 12.00/磅 32包 x12oz,,泰兴,,,,FRIMESA,14/10/2024,,,,,,,12,kg,[],
91,20 KG 輝煌 豬 梅肉 13.00/磅 24 磅 勝利寶牌 高級雞肉腸 12.00/磅 32包 x12oz,豬梅肉,泰兴,PORK,,,,14/10/2024,,,,,,,12,kg,[],
92,25 KG 輝煌 豬 扒 10.00/磅 Frimesa,,泰兴,,,,FRIMESA,14/10/2024,,,,,,,10,kg,[],
93,22 KG  肋排 并裝 18.00/磅 20KG 豬肉灌腸 ( 紅布腸) 30.00/KG 旭日牌 2x10K 裝,豬肋排,泰兴,PORK,10kg,,ALIBEM,14/10/2024,,,,,,,30,kg,[],
94,10 KG Aurora 豬大腸 14.00/磅,豬大腸,泰兴,PORK,,,AURORA,14/10/2024,,,,,,,14,kg,[],
95,25 KG Aurora 豬肉眼 11.80/磅,牛肉眼,泰兴,BEEF,,,AURORA,14/10/2024,,,,,,,11.8,kg,[],
96,10 KG 荷 P 584 豬爭 11.50/磅 72.75磅 飛馬火腿 ( 罐裝 ) 17.90/磅,火腿,泰兴,PREMADE,,荷蘭,P584,14/10/2024,,,,,,,17.9,kg,[],
97,10 KG 荷 P 584 豬肋排 17.00/磅 72.75磅 金星火腿 ( 罐裝 ) 20.10/磅,豬肋排,泰兴,PORK,,荷蘭,P584,14/10/2024,,,,,,,20.1,kg,[],
98,"10 KG 荷 P 584 豬 軟骨 14.50/磅 10磅 衛星2號火腿扒 17.70/磅 四片裝, 10包",火腿,泰兴,PREMADE,,荷蘭,P584,14/10/2024,,,,,,,17.7,kg,[],
99,20包 豬仔三文治腿片 220/合 227克,,泰兴,,,,,14/10/2024,,,,,,,,pc,[],
100,10磅 10片裝火腿 18.00/磅,火腿,泰兴,PREMADE,,,,14/10/2024,,,,,,,18,lb,[],
101,"10磅 衛星2號腿片 18.00/磅 10片裝, 10包",,泰兴,,,,,14/10/2024,,,,,,,18,lb,[],
102,10磅 白盒腿片 15.80/磅,,泰兴,,,,,14/10/2024,,,,,,,15.8,lb,[],
103,24包裝 400克方條火腿 (磚) 380/合 勝利寶,火腿,泰兴,PREMADE,,,,14/10/2024,,,,,,,,pc,[],
104,14.5KG 三文治火腿 16.90/磅 皇朝牌,火腿,泰兴,PREMADE,5kg,,,14/10/2024,,,,,,,16.9,kg,[],
105,10KG 黑椒 煙鴨胸 200-220克 34.00/KG ECD 20磅 火腿丸 23.40/磅 每包 2 磅,火腿,泰兴,PREMADE,10kg,,,14/10/2024,+200G,,,,,,23.4,kg,[],
106,12 KG 力高 粟米 9.80 /磅 ,粟米,泰兴,VEGETABLE,,,LIGO,14/10/2024,,,,,,,9.8,kg,[],
107,27 LB Simplot 幼直 10.00/磅,,泰兴,,,,,14/10/2024,直,,,,,,10,lb,[],
108,16.9 LB Simplot 120's 大薯餅 330/合 10塊 x 12小盒,,泰兴,,,,,14/10/2024,,,,,,,16.9,lb,[],
109,30LB Simplot 1 安士 三角薯餅 300/箱,肩胛肥牛肉,泰兴,BEEF,30lb,,,14/10/2024,+300G,,,,,,,lb,[],
110,30LB Simplot 兩安士 三角薯餅 300/箱,肩胛肥牛肉,泰兴,BEEF,30lb,,,14/10/2024,+300G,,,,,,,lb,[],
111,30LB Simplot 有味 有皮薯角 11.00 / 磅,,泰兴,,30lb,,,14/10/2024,帶皮,,,,,,11,lb,[],
112,30LB Simplot 原味 有皮薯角 11.00 / 磅,,泰兴,,30lb,,,14/10/2024,帶皮,,,,,,11,lb,[],
113,33.8 LB Simplot 240's 大薯餅 640/合 20 x 12 小合,,泰兴,,,,,14/10/2024,,,,,,,33.8,lb,[],
114,30 LB Simplot 牛扒薯 10.50 / 磅,,泰兴,,,,,14/10/2024,,,,,,,10.5,lb,[],
115,27 LB Simplot 辣味 薯格 12.50 /磅,,泰兴,,,,,14/10/2024,,,,,,,12.5,lb,[],
116,"30 LB Simplot 粗直 3/8"" 11.00/磅",,泰兴,,,,,14/10/2024,直,,,,,,11,lb,[],
117,"30 LB Simplot 曲條 3/8"" 10.00/磅",,泰兴,,,,,14/10/2024,,,,,,,10,lb,[],
118,"30 LB Simplot 曲條 1/2"" 10.00/磅",,泰兴,,,,,14/10/2024,1/2,,,,,,10,lb,[],
120,15 KG SUBLIME 雞中亦 30克上 10.20/磅,雞中翼,泰兴,CHICKEN,,中國,,14/10/2024,,,,,,,10.2,kg,[],
121,15 KG FRIATO IQF 雞中亦 2.5kg x 6 11.80/磅,雞中翼,泰兴,CHICKEN,5kg,中國,FRIALTO,14/10/2024,2.5K+,,,,,,11.8,kg,[],
122,18KG 大使 雞中亦 13.20/ 磅 P 2539 紙盒裝方便 即食餸菜包 2022年9月1日起加 每小盒加 HK$ 1,雞中翼,泰兴,CHICKEN,18kg,加拿大,DIPLOMATA,14/10/2024,,,,,,,13.2,kg,[],
123,12 KG 美國 M 雞扒 10.00/磅 Mountaire 9月1日新價,雞扒,泰兴,CHICKEN,,美國,,15/10/2024,,,,,,,10,kg,[],
124,30 磅 美國 Mountaire 大雞比 8.00/磅 P7470 ECD 16 小盒/ 箱 ECD 紅酒牛腩 250克 每箱HK$ 256,牛腩,泰兴,BEEF,,美國,,15/10/2024,,,,,,,8,kg,[],
125,15 KG Aurora 雞全亦 90克上 7.20/磅 16 小盒/ 箱 ECD 咖哩牛腩 250克 每箱HK$ 256,牛腩,泰兴,BEEF,,,AURORA,15/10/2024,,,,,,,7.2,kg,[],
126,12 KG Aurora 去皮 雞扒 10.00/磅 16 小盒/ 箱 ECD 東坡肉 200克 每箱HK$ 256,雞扒,泰兴,CHICKEN,,,AURORA,15/10/2024,+200G,去皮,,,,,10,kg,[],
127,10 KG 中佳 中亦 50克上 22.50/ 磅 16 小盒/ 箱 ECD 梅菜扣肉 250克 每箱HK$ 256,雞中翼,泰兴,CHICKEN,,中國,,15/10/2024,,,,,,,22.5,kg,[],
128,10 KG 中佳 IQF 小雞胸 15.80/KG 12 小盒/箱 ECD 冬瓜 鴨腿湯 600克 每箱HK$ 192,雞大胸,泰兴,CHICKEN,,中國,,15/10/2024,,,,,,,15.8,kg,[],
129,12 小盒/箱 ECD 蟲草花 鴨腿湯 600克 每箱HK$ 192,,泰兴,,,,,15/10/2024,,,,,,,,kg,[],
130,15 KG 中佳 雞扒 300克上 8.80 /磅 16 小盒/ 箱 ECD 鎮江骨 200克 每箱HK$ 256,雞扒,泰兴,CHICKEN,,中國,,15/10/2024,+200G,+300G,,,,,8.8,kg,[],
131,12KG 中佳 去皮上比肉 8.60/磅 16 小盒/ 箱 ECD 栗子燜鴨 250克 每箱HK$ 256,,泰兴,,12kg,中國,,15/10/2024,去皮,,,,,,8.6,kg,[],
132,12KG 中佳 去皮 大胸 15.50 /KG 16 小盒/ 箱 ECD 魚香茄子 250克 每箱HK$ 256,,泰兴,,12kg,中國,,15/10/2024,去皮,,,,,,15.5,kg,[],
133,12 KG 龍城 去皮大胸 15.50/KG,,泰兴,,,,,15/10/2024,去皮,,,,,,15.5,kg,[],
134,15 KG 龍城 雞扒 300克上 8.80 /磅,雞扒,泰兴,CHICKEN,,,,15/10/2024,+300G,,,,,,8.8,kg,[],
135,12 KG 龍城 雞扒 250克上 9.00/磅 2 KG X 6包,雞扒,泰兴,CHICKEN,,,,15/10/2024,,,,,,,9,kg,[],
136,15 KG 龍城 雞比 180-200克 8.00/磅 魚蛋 18 KG 台灣 花枝燕 21.00/磅 3KG x 4袋,,泰兴,,,,,15/10/2024,+200G,,,,,,21,kg,[],
137,15 KG 龍城 雞比 200-220克 8.00/磅,,泰兴,,,,,15/10/2024,+200G,,,,,,8,kg,[],
138,15 KG 龍城 雞比 220-240克 8.00/磅 50包 御鮑片 300g x 25包 x 2扎 1000/扎,,泰兴,,,,,15/10/2024,+300G,220/240,,,,,8,kg,[],
139,15 KG 龍城 雞比 320-340克 7.40/磅 12KG ECD 大炸魚丸 20.00/磅 3KG x 4 約45克,,泰兴,,12kg,,,15/10/2024,,,,,,,20,kg,[],
140,30 磅 美國 樂奇比 240-260克 7.50/磅 12KG ECD 細炸魚丸 20.00/磅 3KG x 4,,泰兴,,12kg,美國,,15/10/2024,240/260,,,,,,20,kg,[],
141,30 磅 美國 樂奇比 260-280克 7.50/磅 12KG ECD 大尖魚條 20.00/磅,,泰兴,,12kg,美國,,15/10/2024,260/280,,,,,,20,kg,[],
142,30 磅 美國 寶鵰 雞比 200-220克 7.50/磅 Perdue 14.4KG ECD 白并蛋 580/合 300克 x48包,,泰兴,,,美國,,15/10/2024,+200G,+300G,4K+,,,,14.4,kg,[],
143,30 磅 美國 寶鵰 雞比 220-240克 7.50/磅 Perdue 12KG ECD 白魚丸 20.00/磅 3KG x 4,,泰兴,,12kg,美國,,15/10/2024,220/240,,,,,,20,kg,[],
144,30 磅 美國 寶鵰 雞比 240-260克 7.50/磅 Perdue 12KG ECD 炸魚片頭 19.00/磅 3KG x 4,,泰兴,,12kg,美國,,15/10/2024,240/260,,,,,,19,kg,[],
145,30 磅 美國 寶鵰 雞比 260-280克 7.50/磅 Perdue 12KG ECD 花枝丸 21.00/磅 3KG x 4袋,,泰兴,,12kg,美國,,15/10/2024,260/280,,,,,,21,kg,[],
146,20LB ECD 魚蓉燒賣 9.80/磅 20包 X 1LB,,泰兴,,,,,15/10/2024,,,,,,,9.8,lb,[],
147,18KG ECD 魚蓉燒賣 9.40/磅 3 KG X 6,,泰兴,,18kg,,,15/10/2024,,,,,,,9.4,kg,[],
148,18KG ECD 雞肉 燒買 10.5/ 磅 3 KG X 6,,泰兴,,18kg,,,15/10/2024,,,,,,,10.5,kg,[],
149,20LB ECD 雞肉 燒賣 11.00/磅 20包 X 1LB,,泰兴,,,,,15/10/2024,,,,,,,11,lb,[],
150,10磅 ECD 栗米墨魚餅 260/箱 2 LB X 5,,泰兴,,,墨西哥,,15/10/2024,,,,,,,,lb,[],
151,12KG ECD 大粒 墨魚丸 25.00/磅 3KG x 4 約45克,,泰兴,,12kg,墨西哥,,15/10/2024,,,,,,,25,kg,[],
152,12KG Vaelob 阿根庭 牛栢葉(漂) 28 /磅 P 2539 24包 鍾意食豬柳漢堡 1.3 oz (每包6塊) 540/合,,泰兴,,12kg,阿根廷,,15/10/2024,,,,,,,1.3,kg,[],
153,10 KG Vaelob 阿根庭 牛尾 12.50 /磅,,泰兴,,,阿根廷,,15/10/2024,,,,,,,12.5,kg,[],
154,2.4kg x4袋 上海大成 麥香雞 (漢堡) 370/合 4 x 50塊,,泰兴,,,,,15/10/2024,4K+,,,,,,2.4,kg,[],
155,12KG 上海大成 鹽酥雞粒 550/箱 3 KG x 4袋 奧運牌 100塊 1 oz 豬柳漢堡 175/合 中國,鹽酥雞粒,泰兴,PREMADE,12kg,中國,,15/10/2024,,,,,,,,kg,[],
156,"10KG 日式""真打""烏冬 (5個x250克)黑色 160/合 1.25k x 8",,泰兴,,10kg,,,15/10/2024,,,,,,,1.25,kg,[],
157,"10KG 台式 鹽酥雞 500克 x 20包 480箱 10KG 日式""真打""烏冬 (5個x200克) 紅色 160/合 1kg x 8",鹽酥雞粒,泰兴,PREMADE,10kg,,,15/10/2024,+200G,,,,,,,kg,[],
158,3.4K 日本 CF 風味炸帶子 480/合,炸帶子,泰兴,PREMADE,,,,15/10/2024,4K+,,,,,,3.4,kg,[],
160,15 KG SUBLIME 雞中亦 30克上 10.20/磅,雞中翼,泰兴,CHICKEN,,中國,,15/10/2024,,,,,,,10.2,kg,[],
161,15 KG FRIATO IQF 雞中亦 2.5kg x 6 11.80/磅,雞中翼,泰兴,CHICKEN,5kg,中國,FRIALTO,15/10/2024,2.5K+,,,,,,11.8,kg,[],
162,18KG 大使 雞中亦 13.20/ 磅 P 2539 紙盒裝方便 即食餸菜包 2022年9月1日起加 每小盒加 HK$ 1,雞中翼,泰兴,CHICKEN,18kg,加拿大,DIPLOMATA,15/10/2024,,,,,,,13.2,kg,[],
163,12 KG 美國 M 雞扒 10.00/磅 Mountaire 9月1日新價,雞扒,泰兴,CHICKEN,,美國,,15/10/2024,,,,,,,10,kg,[],
164,30 磅 美國 Mountaire 大雞比 8.00/磅 P7470 ECD 16 小盒/ 箱 ECD 紅酒牛腩 250克 每箱HK$ 256,牛腩,泰兴,BEEF,,美國,,15/10/2024,,,,,,,8,kg,[],
165,15 KG Aurora 雞全亦 90克上 7.20/磅 16 小盒/ 箱 ECD 咖哩牛腩 250克 每箱HK$ 256,牛腩,泰兴,BEEF,,,AURORA,15/10/2024,,,,,,,7.2,kg,[],
166,12 KG Aurora 去皮 雞扒 10.00/磅 16 小盒/ 箱 ECD 東坡肉 200克 每箱HK$ 256,雞扒,泰兴,CHICKEN,,,AURORA,15/10/2024,+200G,去皮,,,,,10,kg,[],
167,10 KG 中佳 中亦 50克上 22.50/ 磅 16 小盒/ 箱 ECD 梅菜扣肉 250克 每箱HK$ 256,雞中翼,泰兴,CHICKEN,,中國,,15/10/2024,,,,,,,22.5,kg,[],
168,10 KG 中佳 IQF 小雞胸 15.80/KG 12 小盒/箱 ECD 冬瓜 鴨腿湯 600克 每箱HK$ 192,雞大胸,泰兴,CHICKEN,,中國,,15/10/2024,,,,,,,15.8,kg,[],
169,12 小盒/箱 ECD 蟲草花 鴨腿湯 600克 每箱HK$ 192,,泰兴,,,,,15/10/2024,,,,,,,,kg,[],
170,15 KG 中佳 雞扒 300克上 8.80 /磅 16 小盒/ 箱 ECD 鎮江骨 200克 每箱HK$ 256,雞扒,泰兴,CHICKEN,,中國,,15/10/2024,+200G,+300G,,,,,8.8,kg,[],
171,12KG 中佳 去皮上比肉 8.60/磅 16 小盒/ 箱 ECD 栗子燜鴨 250克 每箱HK$ 256,,泰兴,,12kg,中國,,15/10/2024,去皮,,,,,,8.6,kg,[],
172,12KG 中佳 去皮 大胸 15.50 /KG 16 小盒/ 箱 ECD 魚香茄子 250克 每箱HK$ 256,,泰兴,,12kg,中國,,15/10/2024,去皮,,,,,,15.5,kg,[],
173,12 KG 龍城 去皮大胸 15.50/KG,,泰兴,,,,,15/10/2024,去皮,,,,,,15.5,kg,[],
