,productName,productTag,supplier,category,packing,origin,brand,effectiveDate,spec1,spec2,spec3,spec4,spec5,spec6,price,weightUnit,warehouse,notes
3425,ENCIA 豬脷,豬舌,浩新,PORK,20K,巴西,EXCEL,,,,,,,,清,lb,光1,
3426, 梅肉,豬梅肉,浩新,PORK,20K,巴西,FRIMESA,,,,,,,,清,lb,光1,
3427, 肋排,豬肋排,浩新,PORK,20K,巴西,FRIMESA,,,,,,,,15.00,lb,光1,
3428, 三肉,豬肉眼,浩新,PORK,25K,巴西,FRIMESA,,,,,,,,清,lb,光1,
3429, 四肉,豬四肉,浩新,PORK,25K,巴西,FRIMESA,,,,,,,,9.20,lb,光1,
3430, 豬肚,,浩新,,18K,巴西,FRIMESA,,,,,,,,清,lb,光1,
3431, 豬大腸,豬大腸,浩新,PORK,16K,巴西,FRIMESA,,,,,,,,清,lb,光1,
3432, 有骨豬腩,,浩新,,25K,巴西,FRIMESA,,,,,,,,13.20,lb,光1,
3433, 有骨豬扒,豬扒,浩新,PORK,25K,巴西,FRIMESA,,,,,,,,9.30,lb,光1,
3434,四肉,豬四肉,浩新,PORK,抄碼,,,,,,,,,,12.50,lb,嘉1,
3435,Agro 挑骨腩,,浩新,,抄碼,波蘭,,,,,,,,,13.60,lb,光1,
3436,189 A挑骨豬腩,挑骨豬腩,浩新,PORK,抄碼,荷蘭,,,,,,,,,清,lb,光1,
3437, 日式豬梅肉,豬梅肉,浩新,PORK,抄碼,美國,IBP,,,,,,,,24.80,lb,嘉1,
3438,C.R 日式豬梅肉,豬梅肉,浩新,PORK,抄碼,美國,,,,,,,,,25.50,lb,嘉1,
3439, 豬柳,,浩新,,抄碼,美國,IBP,,,,,,,,清,lb,嘉1,
3440, 豬背肋,,浩新,,抄碼,美國,IBP,,,,,,,,清,lb,嘉1,
3441, 豬肋排 1/PC IVP.,豬肋排,浩新,PORK,抄碼,美國,IBP,,,,,,,,16.00,lb,嘉1,
3442,豬手(大分),,浩新,,10K,,,,,,,,,,5.80,lb,嘉1,
3443,豬手(北海道),,浩新,,10K,,,,,,,,,,5.40,lb,嘉1,
3444,豬手 (DL),,浩新,,10K,,,,,,,,,,4.00,lb,嘉1,
3445,豬手 (鹿兒島),,浩新,,10K,,,,,,,,,,清,lb,嘉1,
3446,豬手 (九州),,浩新,,10K,,,,,,,,,,4.00,lb,嘉1,
3446,豬手 (九州),,浩新,,10K,,,,,,,,,,4.00,lb,光1,
3447,去皮豬腩,,浩新,,抄碼,,,,去皮,,,,,,清,lb,嘉1,
3448,豬軟骨,,浩新,,10K,,,,,,,,,,14.80,lb,嘉1,
3449,梅肉,豬梅肉,浩新,PORK,抄碼,,,,,,,,,,43.00,lb,嘉1,
3450,無骨豬扒,豬扒,浩新,PORK,抄碼,,,,,,,,,,32.00,lb,嘉1,
3451,豬潤,,浩新,,10K,,,,,,,,,,9.50,lb,嘉1,
3452,豬耳片,,浩新,,10K,,,,,,,,,,9.00,lb,嘉1,
3453,豬尾,,浩新,,10K,,,,,,,,,,11.50,lb,嘉1,
3454,豬肚,,浩新,,10K,,,,,,,,,,12.00,lb,嘉1,
3455,豬肚,,浩新,,20K,,,,,,,,,,12.00,lb,嘉1,
3456,BETAGRO 豬全手,,浩新,,12K,,,,,,,,,,11.30,lb,嘉1,
3457,一肉,,浩新,,25K,中國,,,,,,,,,清,kg,嘉1,
3458,515 生腸,,浩新,,10K,荷蘭,,,515廠,,,,,,8.50,lb,光1,
3459,豬生大腸,豬大腸,浩新,PORK,10K,德國,,,,,,,,,7.50,lb,光1,
3460,熟大腸,豬大腸,浩新,PORK,10K,西班牙,,,,,,,,,9.00,lb,嘉1,
3461,熟大腸 2x5K,豬大腸,浩新,PORK,10K,西班牙,,,,,,,,,10.00,lb,嘉1,
3462,翼尖,,浩新,,10K,,,,,,,,,,清,lb,嘉1,
3463,翼尖,,浩新,,20K,,,,,,,,,,清,lb,嘉1,
3464,鳳爪 F,,浩新,,10K,,,,,,,,,,清,lb,嘉1,
3465,鳳爪 L,,浩新,,10K,,,,,,,,,,12.00,lb,嘉1,
3466,TBK 鳳爪 AA,,浩新,,10K,,,,,,,,,,10.50,lb,嘉1,
3467,TBK 鳳爪 A,,浩新,,10K,,,,,,,,,,12.00,lb,嘉1,
3468,鳳爪 A,,浩新,,16K,,,,,,,,,,10.50,lb,嘉1,
3469,鳳爪 B,,浩新,,16K,,,,,,,,,,7.00,lb,嘉1,
3470,鳳爪 C,,浩新,,16K,,,,,,,,,,清,lb,嘉1,
3471,1182廠 鴨舌(脷) (1kg x 10),鴨舌,浩新,POULTRY,10K,匈牙利,,,,,,,,,清,lb,嘉1,
3472,332廠 鴨舌(脷) (1kg x 12),鴨舌,浩新,POULTRY,10K,匈牙利,,,332廠,,,,,,53.00,lb,嘉1,
3473,1182廠 鴨腳,,浩新,,15K,匈牙利,,,,,,,,,清,lb,嘉1,
3474,332廠 鴨腳,,浩新,,15K,匈牙利,,,332廠,,,,,,5.00,lb,嘉1,
3475,332廠 鵝腎,,浩新,,15K,匈牙利,,,332廠,,,,,,15.50,lb,嘉1,
3476,1182廠 鵝腎,,浩新,,15K,匈牙利,,,,,,,,,清,lb,嘉1,
3477,332廠 鵝腳,,浩新,,15K,匈牙利,,,332廠,,,,,,15.00,lb,嘉1,
3478,1182廠 鵝腳,,浩新,,15K,匈牙利,,,,,,,,,清,lb,嘉1,
3479,鵝腳 (袋裝10X500G)零售裝,,浩新,,5K,匈牙利,,,,,,,,,150.00,ctn,嘉1,
3480,332廠 鵝半翼,鵝半翼,浩新,POULTRY,15K,匈牙利,,,332廠,,,,,,10.50,lb,嘉1,
3481,1182廠 鵝半翼,鵝半翼,浩新,POULTRY,15K,匈牙利,,,,,,,,,清,lb,嘉1,
3482,原隻鴨肝,,浩新,,10K,匈牙利,,,,,,,,,清,kg,嘉1,
3483,鴨肝片(20/40G),,浩新,,10K,匈牙利,,,,,,,,,清,kg,嘉1,
