,productName,productTag,supplier,category,packing,origin,brand,effectiveDate,spec1,spec2,spec3,spec4,spec5,spec6,price,weightUnit,warehouse,notes
111, 牛柳頭1k+ P431,牛柳頭,盈星,BEEF,,巴西,MINERVA,2022.01.25,1K+,,,,,,36.0,kg,沙2,
112, 牛柳頭1k+,牛柳頭,盈星,BEEF,,巴西,MINERVA,2022.01.25,1K+,,,,,,35.5,kg,沙2,
113,SUPREMO 牛柳頭1k+,牛柳頭,盈星,BEEF,,巴西,,2022.01.25,1K+,,,,,,33.5,kg,沙2,
114,FRISA 牛仔扒P506,牛仔扒,盈星,BEEF,,巴西,,2022.01.25,,,,,,,22.5,kg,沙2,
115, 牛仔扒P451/791,牛仔扒,盈星,BEEF,,巴西,MINERVA,2022.01.25,,,,,,,23.3,kg,沙2,
116, 牛仔扒P421/2471,牛仔扒,盈星,BEEF,,巴西,MINERVA,2022.01.25,1/2,,,,,,23.0,kg,沙2,
117,SUPREMO 牛仔扒,牛仔扒,盈星,BEEF,,巴西,,2022.01.25,,,,,,,18.5,kg,沙2,
118,MASTERBOI 牛頭肉P2437/860,,盈星,,,巴西,BOI BRASIL,2022.01.25,,,,,,,9.0,kg,沙2,
119,FRISA 原色金錢肚,,盈星,,,巴西,,2022.01.25,,,,,,,23.0,kg,沙2,
120, 原色金錢肚,,盈星,,,巴西,MINERVA,2022.01.25,,,,,,,22.8,kg,沙2,
121,SUPREMO 原色金錢肚,,盈星,,,巴西,,2022.01.25,,,,,,,22.7,kg,沙2,
122,FRISA 牛骨髓,牛骨髓,盈星,BEEF,,巴西,,2022.01.25,,,,,,,37.0,kg,沙2,
123, 牛冧4K+,牛冧,盈星,BEEF,,巴西,ANGLO,2022.01.25,4K+,,,,,,18.5,kg,沙2,
124,FRISA 牛冧4K+P506,牛冧,盈星,BEEF,,巴西,,2022.01.25,4K+,,,,,,19.5,kg,沙2,
125, 安格斯牛小排CAB P245L,去骨牛小排,盈星,BEEF,,美國,IBP,2022.01.25,245L廠,CAB,,,,,118.0,kg,其士,
126, 牛尾P1940,牛尾,盈星,BEEF,,巴西,MINERVA,2022.01.25,,,,,,,13.0,kg,沙2,
127, 牛尾P431,牛尾,盈星,BEEF,,巴西,MINERVA,2022.01.25,,,,,,,12.8,kg,沙2,
128,FRISA 牛前蹄孖筋,牛孖筋,盈星,BEEF,,巴西,,2022.01.25,,,,,,,15.5,kg,沙2,
129,FRISA 牛孖筋,牛孖筋,盈星,BEEF,,巴西,,2022.01.25,,,,,,,18.0,kg,沙2,
130,MASTERBOI 牛孖筋P2437,牛孖筋,盈星,BEEF,,巴西,BOI BRASIL,2022.01.25,,,,,,,16.7,kg,沙2,
131,MD 牛孖筋P1983,牛孖筋,盈星,BEEF,,阿根廷,,2022.01.25,,,,,,,12.3,kg,沙2,
132,MENUBEEF 牛孖筋P4115,牛孖筋,盈星,BEEF,,巴西,,2022.01.25,,,,,,,12.3,kg,沙2,
133, 牛孖筋,牛孖筋,盈星,BEEF,,巴西,MINERVA,2022.01.25,,,,,,,17.5,kg,沙2,
133, 牛孖筋,牛孖筋,盈星,BEEF,,巴西,MINERVA,2022.01.25,,,,,,,17.5,kg,其士,
134, 粗牛孖筋P1365,牛孖筋,盈星,BEEF,,巴西,NATURAFRIG,2022.01.25,,,,,,,17.3,kg,沙2,
135, 牛孖筋P4407,牛孖筋,盈星,BEEF,,巴西,OFFAL,2022.01.25,,,,,,,12.8,kg,沙2,
136, 牛孖筋,牛孖筋,盈星,BEEF,,巴西,PLENA,2022.01.25,,,,,,,16.7,kg,沙2,
136, 牛孖筋,牛孖筋,盈星,BEEF,,巴西,PLENA,2022.01.25,,,,,,,16.7,kg,其士,
137,SUPREMO 牛孖筋,牛孖筋,盈星,BEEF,,巴西,,2022.01.25,,,,,,,17.0,kg,沙2,
138,FRISA 牛柳3/4,牛柳,盈星,BEEF,,巴西,,2022.01.25,3/4,,,,,,58.0,kg,沙2,
139,FRISA 牛柳4/5,牛柳,盈星,BEEF,,巴西,,2022.01.25,4/5,,,,,,58.0,kg,沙2,
140,FRISA 牛柳5/6,牛柳,盈星,BEEF,,巴西,,2022.01.25,5/6,,,,,,57.0,kg,沙2,
141, 牛脷900G+,牛舌,盈星,BEEF,,巴西,FRIALTO,2022.01.25,+900G,,,,,,18.4,kg,沙2,
142,FRISA 牛脷900G+,牛舌,盈星,BEEF,,巴西,,2022.01.25,+900G,,,,,,14.6,kg,沙2,
143,FRISA 針扒,,盈星,,,巴西,,2022.01.25,,,,,,,20.8,kg,沙2,
144,FRIATO 雞腳50G+,雞腳,盈星,CHICKEN,,巴西,FRIALTO,2022.01.25,50G+,,,,,,6.4,kg,沙2,
145, 雞全翼100G+,雞全翼,盈星,CHICKEN,,巴西,AURORA,2022.01.25,100G+,,,,,,7.3,kg,沙2,
146, 帶皮無骨雞腿肉,,盈星,,,巴西,SUPER FRANGO,2022.01.25,帶皮,,,,,,8.5,kg,其士,
147,PERDUE 雞全脾220-240G,,盈星,,,美國,,2022.01.25,220/240,,,,,,7.8,lb,沙2,
148,PERDUE 雞全脾240-260G,,盈星,,,美國,,2022.01.25,240/260,,,,,,7.8,lb,沙2,
149,PERDUE 雞全脾260-280G,,盈星,,,美國,,2022.01.25,260/280,,,,,,7.6,lb,沙2,
150,CASE FARMS 珍寶雞脾(餅裝),,盈星,,,美國,CASEFARM,2022.01.25,餅裝,,,,,,5.0,lb,沙2,
151, 帶骨豬腩P915,豬腩帶骨,盈星,PORK,,巴西,ALIBEM,2022.01.25,帶骨,,,,,,11.4,kg,沙2,
152, 帶骨豬腩,豬腩帶骨,盈星,PORK,,巴西,FRIMESA,2022.01.25,帶骨,,,,,,11.6,kg,沙2,
152, 帶骨豬腩,豬腩帶骨,盈星,PORK,,巴西,FRIMESA,2022.01.25,帶骨,,,,,,11.6,kg,其士,
153, 豬耳片,,盈星,,,巴西,ALEGRA,2022.01.25,,,,,,,12.5,kg,沙2,
154, 豬耳片,,盈星,,,巴西,PIF PAF,2022.01.25,,,,,,,13.2,kg,沙2,
155, 豬前手P915/2146,,盈星,,,巴西,ALIBEM,2022.01.25,,,,,,,4.5,kg,沙2,
156, 豬前手,,盈星,,,巴西,FRIMESA,2022.01.25,,,,,,,4.5,kg,沙2,
157, 豬前手,,盈星,,,巴西,PIF PAF,2022.01.25,,,,,,,3.5,kg,沙2,
157, 豬前手,,盈星,,,巴西,PIF PAF,2022.01.25,,,,,,,3.5,kg,其士,
158, 豬後腳,,盈星,,,巴西,PIF PAF,2022.01.25,,,,,,,3.0,kg,沙2,
158, 豬後腳,,盈星,,,巴西,PIF PAF,2022.01.25,,,,,,,3.0,kg,其士,
159, 豬梅肉,豬梅肉,盈星,PORK,,巴西,ALEGRA,2022.01.25,,,,,,,10.8,kg,沙2,
160, 豬梅肉P915,豬梅肉,盈星,PORK,,巴西,ALIBEM,2022.01.25,,,,,,,10.2,kg,沙2,
161,波蘭M 豬梅肉PL201,豬梅肉,盈星,PORK,,波蘭,,2022.01.25,,,,,,,11.8,kg,沙2,
162, 豬梅肉,豬梅肉,盈星,PORK,,巴西,PIF PAF,2022.01.25,,,,,,,9.7,kg,沙2,
163, 豬二肉,豬二肉,盈星,PORK,,巴西,ALIBEM,2022.01.25,,,,,,,7.8,kg,沙2,
164, 豬三肉P915,豬肉眼,盈星,PORK,,巴西,ALIBEM,2022.01.25,,,,,,,10.4,kg,沙2,
165, 豬三肉P727,豬肉眼,盈星,PORK,,巴西,FRIMESA,2022.01.25,,,,,,,10.7,kg,沙2,
166, 豬三肉,豬肉眼,盈星,PORK,,巴西,PIF PAF,2022.01.25,,,,,,,11.0,kg,沙2,
167, 四肉,豬四肉,盈星,PORK,,巴西,PIF PAF,2022.01.25,,,,,,,8.0,kg,沙2,
168, 四肉,豬四肉,盈星,PORK,,巴西,ALIBEM,2022.01.25,,,,,,,8.2,kg,沙2,
169, 削骨豬扒P151,豬扒,盈星,PORK,,巴西,ALEGRA,2022.01.25,削骨,,,,,,7.9,kg,沙2,
170, 帶骨豬扒P151,豬扒,盈星,PORK,,巴西,ALEGRA,2022.01.25,帶骨,,,,,,7.8,kg,沙2,
171,AGRO 熟豬肚 P06-02,豬肚,盈星,PORK,,,,2022.01.25,,,,,,,6.5,kg,沙2,
172,AGRO 熟豬肚 P06-06,豬肚,盈星,PORK,,,,2022.01.25,,,,,,,6.7,kg,沙2,
172,AGRO 熟豬肚 P06-06,豬肚,盈星,PORK,,,,2022.01.25,,,,,,,6.7,kg,其士,
173, 熟豬肚,豬肚,盈星,PORK,,巴西,PIF PAF,2022.01.25,,,,,,,6.8,kg,沙2,
