,productName,productTag,supplier,category,packing,origin,brand,effectiveDate,spec1,spec2,spec3,spec4,spec5,spec6,price,weightUnit,warehouse,notes
121,巴西 牛腩(),牛腩,新兴,BEEF,抄碼,巴西,MINERVA,2023-10-04,,,,,,,清,lb,光1,
122,巴西 牛冧(),牛冧,新兴,BEEF,抄碼,巴西,ANGLO,2023-10-04,,,,,,,19.0P,lb,光1,
123,巴西 西冷(NATURAFRIG),,新兴,,抄碼,巴西,,2023-10-04,,,,,,,22.5P,lb,光1,
124,巴西 西冷(GJ),,新兴,,抄碼,巴西,,2023-10-04,,,,,,,23.5P,lb,光1,
125,巴西 西冷(),,新兴,,抄碼,巴西,MINERVA,2023-10-04,,,,,,,24.0P,lb,光1,
126,美國 西冷(CAB)()(5條裝),,新兴,,抄碼,美國,IBP,2023-10-04,5條裝,,,,,,80.0P,lb,光1,
127,巴西 牛柳(GJ)(3/4),,新兴,,抄碼,巴西,,2023-10-04,3/4,,,,,,36.5P,lb,光1,
128,美國 肥牛SP(),,新兴,,抄碼,美國,IBP,2023-10-04,,,,,,,21.0P,lb,光1,
129,巴西 雞脾肉(),,新兴,,12K,巴西,AURORA,2023-10-04,,,,,,,7.0P,lb,光1,
130,山東 雞上脾肉,,新兴,,12K,,,2023-10-04,,,,,,,15.5K,kg,光1,
131,鞍山 冇皮雞上脾肉(禾鳳鳴),,新兴,,12K,,,2023-10-04,,,,,,,17.5K,kg,光1,
132,鞍山 雞扒(200gUP)(禾鳳鳴),雞扒,新兴,CHICKEN,15K,,,2023-10-04,+200G,,,,,,7.9P,lb,光1,
133,鞍山 雞扒(300gUP)(禾鳳鳴),雞扒,新兴,CHICKEN,15K,,,2023-10-04,+300G,,,,,,清,lb,光1,
134,大連 雞扒(250gUP)(銘川) (走倉期),雞扒,新兴,CHICKEN,15K,,,2023-10-04,,,,,,,7.7P,lb,光1,
135,大連 雞扒(300gUP)(銘川),雞扒,新兴,CHICKEN,15K,,,2023-10-04,+300G,,,,,,8.1P,lb,光1,
136,鞍山 小胸肉(IQF)(禾鳳鳴),雞柳,新兴,CHICKEN,10K,,,2023-10-04,,,,,,,14.7K,kg,光1,
137,鞍山 冇皮大胸肉(禾鳳鳴),,新兴,,12K,,,2023-10-04,,,,,,,14.8K,kg,光1,
138,巴西 雞全翼()(100g+),,新兴,,15K,巴西,AURORA,2023-10-04,100G+,,,,,,9.8P,lb,光1,
139,大連 中翼(鞍山)(50g+)(IQF),雞中翼,新兴,CHICKEN,10K,中國,,2023-10-04,50G+,,,,,,21.0P,lb,光1,
140,巴西 雞全脾(),,新兴,,15K,巴西,AURORA,2023-10-04,,,,,,,6.2P,lb,光1,
141,鞍山 雞全脾(禾鳳鳴)(20-22)(22-24)(24-26),,新兴,,15K,,,2023-10-04,,,,,,,7.7P,lb,光1,
142,鞍山 雞全脾(禾鳳鳴)(28-30),,新兴,,15K,,,2023-10-04,,,,,,,7.4P,lb,光1,
143,鞍山 雞全脾(禾鳳鳴)(30-32)(32-34),,新兴,,15K,,,2023-10-04,2/3,,,,,,7.2P,lb,光1,
144,鞍山 雞全脾(禾鳳鳴)(26-28),,新兴,,15K,,,2023-10-04,,,,,,,清,lb,光1,
145,中國 梅肉(白盒)(精制),豬梅肉,新兴,PORK,25K,中國,,2023-10-04,,,,,,,35.0K,kg,光1,
146,中國 豬面肉(精品),,新兴,,25K,中國,,2023-10-04,,,,,,,34.5K,kg,光1,
147,中國 豬寸骨(1Kg x 10包),,新兴,,10K,中國,,2023-10-04,,,,,,,53.5K,kg,光1,
148,巴西 梅肉(FRIVATTI),豬梅肉,新兴,PORK,抄碼,巴西,,2023-10-04,,,,,,,11.4P,lb,光1,
149,巴西 梅肉()(P-727),豬梅肉,新兴,PORK,20K,巴西,FRIMESA,2023-10-04,,,,,,,12.2P,lb,光1,
150,巴西 二肉(ENCIA),豬二肉,新兴,PORK,抄碼,巴西,EXCEL,2023-10-04,,,,,,,9.0P,lb,光1,
151,巴西 三肉(SULITA),豬肉眼,新兴,PORK,抄碼,巴西,,2023-10-04,,,,,,,12.0P,lb,光1,
152,美國 三肉(),豬肉眼,新兴,PORK,抄碼,美國,IBP,2023-10-04,,,,,,,16.8P,lb,光1,
153,巴西 四肉(SULITA),豬四肉,新兴,PORK,抄碼,巴西,,2023-10-04,,,,,,,9.0P,lb,光1,
154,巴西 四肉(FRIVATTI),豬四肉,新兴,PORK,抄碼,巴西,,2023-10-04,,,,,,,9.2P,lb,光1,
155,巴西 大排(DALIA),,新兴,,抄碼,巴西,,2023-10-04,,,,,,,9.8P,lb,光1,
156,巴西 大排(SULITA),,新兴,,抄碼,巴西,,2023-10-04,,,,,,,10.0P,lb,光1,
157,荷蘭 肋排 餅裝(P-584),豬肋排,新兴,PORK,10K,荷蘭,P584,2023-10-04,,,,,,,清,lb,光1,
158,巴西 大腸(),豬大腸,新兴,PORK,10K,巴西,AURORA,2023-10-04,,,,,,,13.5P,lb,光1,
159,越南 乳豬(A8),,新兴,,9K,,,2023-10-04,,,,,,,82.0K,kg,光1,
160,越南 乳豬(A8),,新兴,,13K,,,2023-10-04,,,,,,,67.0K,kg,光1,
161,越南 乳豬(A8),,新兴,,15K,,,2023-10-04,,,,,,,清,lb,光1,
162,越南 乳豬(A8),,新兴,,19K,,,2023-10-04,,,,,,,清,lb,光1,
163,越南 乳豬(A8),,新兴,,21K,,,2023-10-04,,,,,,,64.0K,kg,光1,
164,越南 乳豬(A8),,新兴,,23K,,,2023-10-04,,,,,,,清,lb,光1,
165,越南 乳豬(A10),,新兴,,13K,,,2023-10-04,,,,,,,62.0K,kg,光1,
166,越南 乳豬(A10),,新兴,,15K,,,2023-10-04,,,,,,,62.0K,kg,光1,
167,越南 乳豬(A10),,新兴,,19K,,,2023-10-04,,,,,,,62.0K,kg,光1,
168,越南 魚柳(約8成 藍帶)(220-300)(IQF),,新兴,,10K,,,2023-10-04,+300G,20/30,,,,,8.6P,lb,光1,
169,越南 魚柳(約7成 綠帶)(300+)(IQF),,新兴,,10K,,,2023-10-04,+300G,,,,,,6.8P,lb,光1,
170,越南 魚柳(約6成 黃帶)(220-300)(IQF),,新兴,,10K,,,2023-10-04,+300G,20/30,,,,,6.0P,lb,光1,
171,巴西 牛腩(FRIGON),牛腩,新兴,BEEF,抄碼,巴西,,2023-12-04,,,,,,,清,lb,光1,
172,巴西 牛冧(),牛冧,新兴,BEEF,抄碼,巴西,ANGLO,2023-12-04,,,,,,,清,lb,光1,
173,巴西 西冷(NATURAFRIG),,新兴,,抄碼,巴西,,2023-12-04,,,,,,,22.5P,lb,光1,
174,巴西 西冷(MASTERBOI),,新兴,,抄碼,巴西,BOI BRASIL,2023-12-04,,,,,,,23.0P,lb,光1,
175,巴西 西冷(),,新兴,,抄碼,巴西,MINERVA,2023-12-04,,,,,,,24.0P,lb,光1,
176,巴西 牛柳(FRIBOI)(4/5),,新兴,,抄碼,巴西,BOI BRASIL,2023-12-04,,,,,,,39.0P,lb,光1,
177,巴西 牛柳()(3/4),,新兴,,抄碼,巴西,ANGLO,2023-12-04,3/4,,,,,,39.5P,lb,光1,
178,墨哥西 雙層肥牛(),,新兴,,抄碼,墨西哥,SUKARNE,2023-12-04,,,,,,,20.2P,lb,光1,
179,美國 肥牛SP(),,新兴,,抄碼,美國,IBP,2023-12-04,,,,,,,20.5P,lb,光1,
180,巴西 雞脾肉(SEARA),,新兴,,12K,巴西,,2023-12-04,,,,,,,6.4P,lb,光1,
181,巴西 雞脾肉(),,新兴,,12K,巴西,AURORA,2023-12-04,,,,,,,6.4P,lb,光1,
182,大連 雞上脾肉(吉農佳),,新兴,,12K,,,2023-12-04,,,,,,,14.9K,kg,光1,
183,大連 冇皮雞上脾肉(吉農佳),,新兴,,12K,,,2023-12-04,,,,,,,清,lb,光1,
184,鞍山 雞扒(250gUP)(禾鳳鳴),雞扒,新兴,CHICKEN,15K,,,2023-12-04,,,,,,,7.7P,lb,光1,
185,鞍山 雞扒(300gUP)(禾鳳鳴),雞扒,新兴,CHICKEN,15K,,,2023-12-04,+300G,,,,,,7.7P,lb,光1,
186,大連 雞扒(300gUP)(銘川) ***限岀5件***,雞扒,新兴,CHICKEN,15K,,,2023-12-04,+300G,,,,,,7.1P,lb,光1,
187,鞍山 小胸肉(IQF)(禾鳳鳴),雞柳,新兴,CHICKEN,10K,,,2023-12-04,,,,,,,14.0K,kg,光1,
188,大連 冇皮大胸肉(銘川),,新兴,,12K,,,2023-12-04,,,,,,,13.0K,kg,光1,
189,大連 中翼(吉農佳)(50g+)(IQF),雞中翼,新兴,CHICKEN,10K,中國,,2023-12-04,50G+,,,,,,18.0P,lb,光1,
190,巴西 中翼(GUI BON),雞中翼,新兴,CHICKEN,15K,巴西,,2023-12-04,,,,,,,清,lb,裕林,
191,鞍山 雞全脾(禾鳳鳴)(20-22)(22-24)(24-26),,新兴,,15K,,,2023-12-04,,,,,,,7.7P,lb,光1,
192,鞍山 雞全脾(禾鳳鳴)(28-30),,新兴,,15K,,,2023-12-04,,,,,,,6.6P,lb,光1,
193,鞍山 雞全脾(禾鳳鳴)(32-34),,新兴,,15K,,,2023-12-04,2/3,,,,,,6.8P,lb,光1,
194,鞍山 雞全脾(禾鳳鳴)(26-28)(30-32),,新兴,,15K,,,2023-12-04,,,,,,,清,lb,光1,
195,大連 雞全脾(吉農佳)(24-26),,新兴,,15K,,,2023-12-04,,,,,,,7.6P,lb,光1,
196,中國 梅肉(白盒)(優選),豬梅肉,新兴,PORK,25K,中國,,2023-12-04,,,,,,,28.0K,kg,光1,
197,中國 梅肉(白盒)(精制),豬梅肉,新兴,PORK,25K,中國,,2023-12-04,,,,,,,33.0K,kg,光1,
198,中國 豬面肉(精品),,新兴,,25K,中國,,2023-12-04,,,,,,,34.0K,kg,光1,
199,中國 豬面肉(精品)(城),,新兴,,25K,中國,,2023-12-04,,,,,,,35.0K,kg,光1,
200,中國 豬寸骨(1Kg x 10包),,新兴,,10K,中國,,2023-12-04,,,,,,,53.5K,kg,光1,
201,巴西 梅肉(SEARA),豬梅肉,新兴,PORK,抄碼,巴西,,2023-12-04,,,,,,,9.8P,lb,光1,
202,巴西 梅肉(SEARA)(P-60),豬梅肉,新兴,PORK,抄碼,巴西,,2023-12-04,,,,,,,10.2P,lb,光1,
203,巴西 梅肉(),豬梅肉,新兴,PORK,抄碼,巴西,ALIBEM,2023-12-04,,,,,,,11.0P,lb,光1,
204,波蘭 梅肉(P-3011)(綠盒),豬梅肉,新兴,PORK,抄碼,波蘭,,2023-12-04,,,,,,,17.8P,lb,光1,
205,美國 梅肉()(4粒裝),豬梅肉,新兴,PORK,抄碼,美國,IBP,2023-12-04,,,,,,,26.0P,lb,光1,
206,巴西 三肉(SULITA),豬肉眼,新兴,PORK,抄碼,巴西,,2023-12-04,,,,,,,10.4P,lb,光1,
207,巴西 三肉(),豬肉眼,新兴,PORK,抄碼,巴西,ALIBEM,2023-12-04,,,,,,,10.6P,lb,光1,
208,巴西 三肉()(P-727),豬肉眼,新兴,PORK,25K,巴西,FRIMESA,2023-12-04,,,,,,,11.3P,lb,光1,
209,美國 三肉(),豬肉眼,新兴,PORK,抄碼,美國,IBP,2023-12-04,,,,,,,16.5P,lb,光1,
210,巴西 四肉(FRIVATTI),豬四肉,新兴,PORK,抄碼,巴西,,2023-12-04,,,,,,,9.0P,lb,光1,
211,巴西 大排()(P-727),,新兴,,25K,巴西,FRIMESA,2023-12-04,,,,,,,清,lb,光1,
